Time	X	Z
0	7.604	2.26
0.1	7.604	2.26
0.2	7.607	2.261
0.3	7.607	2.261
0.4	7.607	2.261
0.5	7.608	2.261
0.6	7.608	2.261
0.7	7.608	2.261
0.8	7.608	2.261
0.9	7.608	2.261
1	7.608	2.261
1.1	7.609	2.261
1.2	7.609	2.261
1.3	7.607	2.261
1.4	7.607	2.261
1.5	7.606	2.261
1.6	7.606	2.261
1.7	7.605	2.261
1.8	7.606	2.261
1.9	7.606	2.261
2	7.606	2.261
2.1	7.606	2.261
2.2	7.606	2.261
2.3	7.606	2.261
2.4	7.605	2.26
2.5	7.605	2.26
2.6	7.605	2.26
2.7	7.605	2.26
2.8	7.605	2.261
2.9	7.606	2.261
3	7.607	2.261
3.1	7.607	2.261
3.2	7.607	2.261
3.3	7.607	2.261
3.4	7.607	2.261
3.5	7.606	2.261
3.6	7.607	2.261
3.7	7.607	2.261
3.8	7.607	2.261
3.9	7.607	2.261
4	7.608	2.261
4.1	7.607	2.261
4.2	7.607	2.261
4.3	7.606	2.261
4.4	7.606	2.261
4.5	7.606	2.261
4.6	7.605	2.261
4.7	7.606	2.261
4.8	7.607	2.261
4.9	7.607	2.261
5	7.607	2.261
5.1	7.607	2.261
5.2	7.607	2.261
5.3	7.608	2.261
5.4	7.607	2.261
5.5	7.607	2.261
5.6	7.607	2.261
5.7	7.607	2.261
5.8	7.605	2.26
5.9	7.606	2.261
6	7.606	2.261
6.1	7.606	2.261
6.2	7.605	2.261
6.3	7.606	2.261
6.4	7.606	2.261
6.5	7.607	2.261
6.6	7.607	2.261
6.7	7.607	2.261
6.8	7.607	2.261
6.9	7.607	2.261
7	7.608	2.261
7.1	7.608	2.261
7.2	7.607	2.261
7.3	7.608	2.261
7.4	7.608	2.261
7.5	7.607	2.261
7.6	7.607	2.261
7.7	7.607	2.261
7.8	7.606	2.261
7.9	7.608	2.261
8	7.608	2.261
8.1	7.609	2.261
8.2	7.609	2.261
8.3	7.609	2.261
8.4	7.609	2.261
8.5	7.608	2.261
8.6	7.609	2.261
8.7	7.608	2.261
8.8	7.609	2.261
8.9	7.609	2.261
9	7.609	2.261
9.1	7.609	2.261
9.2	7.609	2.261
9.3	7.609	2.261
9.4	7.609	2.262
9.5	7.609	2.261
9.6	7.608	2.261
9.7	7.609	2.261
9.8	7.609	2.261
9.9	7.608	2.261
10	7.607	2.261
10.1	7.608	2.261
10.2	7.608	2.261
10.3	7.608	2.261
10.4	7.607	2.261
10.5	7.607	2.261
10.6	7.606	2.261
10.7	7.606	2.261
10.8	7.607	2.261
10.9	7.605	2.261
11	7.606	2.261
11.1	7.606	2.261
11.2	7.606	2.261
11.3	7.606	2.261
11.4	7.606	2.261
11.5	7.606	2.261
11.6	7.605	2.261
11.7	7.605	2.26
11.8	7.605	2.261
11.9	7.606	2.261
12	7.606	2.261
12.1	7.606	2.261
12.2	7.607	2.261
12.3	7.607	2.261
12.4	7.608	2.261
12.5	7.609	2.261
12.6	7.609	2.261
12.7	7.608	2.261
12.8	7.608	2.261
12.9	7.607	2.261
13	7.606	2.261
13.1	7.606	2.261
13.2	7.606	2.261
13.3	7.605	2.261
13.4	7.605	2.261
13.5	7.605	2.261
13.6	7.605	2.26
13.7	7.605	2.26
13.8	7.605	2.26
13.9	7.605	2.26
14	7.605	2.26
14.1	7.605	2.26
14.2	7.605	2.261
14.3	7.605	2.26
14.4	7.604	2.26
14.5	7.604	2.26
14.6	7.604	2.26
14.7	7.605	2.26
14.8	7.605	2.26
14.9	7.605	2.261
15	7.605	2.261
15.1	7.605	2.261
15.2	7.605	2.261
15.3	7.606	2.261
15.4	7.605	2.261
15.5	7.604	2.26
15.6	7.602	2.26
15.7	7.603	2.26
15.8	7.604	2.26
15.9	7.605	2.26
16	7.604	2.26
16.1	7.604	2.26
16.2	7.604	2.26
16.3	7.604	2.26
16.4	7.604	2.26
16.5	7.604	2.26
16.6	7.605	2.26
16.7	7.605	2.261
16.8	7.605	2.26
16.9	7.605	2.261
17	7.606	2.261
17.1	7.606	2.261
17.2	7.606	2.261
17.3	7.607	2.261
17.4	7.607	2.261
17.5	7.607	2.261
17.6	7.607	2.261
17.7	7.607	2.261
17.8	7.609	2.261
17.9	7.609	2.261
18	7.608	2.261
18.1	7.608	2.261
18.2	7.608	2.261
18.3	7.608	2.261
18.4	7.609	2.261
18.5	7.609	2.261
18.6	7.608	2.261
18.7	7.608	2.261
18.8	7.608	2.261
18.9	7.608	2.261
19	7.607	2.261
19.1	7.608	2.261
19.2	7.608	2.261
19.3	7.608	2.261
19.4	7.608	2.261
19.5	7.609	2.261
19.6	7.608	2.261
19.7	7.608	2.261
19.8	7.608	2.261
19.9	7.607	2.261
20	7.607	2.261
20.1	7.607	2.261
20.2	7.608	2.261
20.3	7.608	2.261
20.4	7.608	2.261
20.5	7.608	2.261
20.6	7.608	2.261
20.7	7.607	2.261
20.8	7.607	2.261
20.9	7.608	2.261
21	7.609	2.261
21.1	7.608	2.261
21.2	7.609	2.261
21.3	7.609	2.261
21.4	7.609	2.261
21.5	7.61	2.261
21.6	7.609	2.261
21.7	7.609	2.261
21.8	7.61	2.261
21.9	7.609	2.261
22	7.608	2.261
22.1	7.608	2.261
22.2	7.609	2.261
22.3	7.609	2.261
22.4	7.608	2.261
22.5	7.607	2.261
22.6	7.608	2.261
22.7	7.608	2.261
22.8	7.608	2.261
22.9	7.608	2.261
23	7.609	2.261
23.1	7.609	2.261
23.2	7.608	2.261
23.3	7.608	2.261
23.4	7.608	2.261
23.5	7.609	2.261
23.6	7.608	2.261
23.7	7.609	2.261
23.8	7.609	2.261
23.9	7.609	2.261
24	7.609	2.261
24.1	7.608	2.261
24.2	7.608	2.261
24.3	7.607	2.261
24.4	7.606	2.261
24.5	7.606	2.261
24.6	7.607	2.261
24.7	7.607	2.261
24.8	7.606	2.261
24.9	7.607	2.261
25	7.606	2.261
25.1	7.606	2.261
25.2	7.607	2.261
25.3	7.607	2.261
25.4	7.607	2.261
25.5	7.608	2.261
25.6	7.606	2.261
25.7	7.607	2.261
25.8	7.607	2.261
25.9	7.608	2.261
26	7.608	2.261
26.1	7.608	2.261
26.2	7.607	2.261
26.3	7.607	2.261
26.4	7.607	2.261
26.5	7.607	2.261
26.6	7.607	2.261
26.7	7.607	2.261
26.8	7.607	2.261
26.9	7.607	2.261
27	7.607	2.261
