Time	X	Z
0	7.969	2.419
0.1	7.969	2.419
0.2	7.969	2.419
0.3	7.969	2.419
0.4	7.969	2.419
0.5	7.969	2.419
0.6	7.969	2.419
0.7	7.969	2.419
0.8	7.969	2.419
0.9	7.969	2.419
1	7.969	2.419
1.1	7.969	2.419
1.2	7.969	2.419
1.3	7.969	2.419
1.4	7.969	2.419
1.5	7.969	2.419
1.6	7.969	2.419
1.7	7.968	2.419
1.8	7.968	2.419
1.9	7.968	2.419
2	7.968	2.419
2.1	7.968	2.419
2.2	7.969	2.419
2.3	7.968	2.419
2.4	7.968	2.419
2.5	7.968	2.419
2.6	7.968	2.419
2.7	7.965	2.419
2.8	7.965	2.42
2.9	7.965	2.42
3	7.958	2.421
3.1	7.952	2.42
3.2	7.954	2.425
3.3	7.955	2.443
3.4	7.932	2.482
3.5	7.87	2.531
3.6	7.784	2.598
3.7	7.691	2.676
3.8	7.61	2.775
3.9	7.541	2.883
4	7.479	3
4.1	7.444	3.132
4.2	7.434	3.263
4.3	7.432	3.38
4.4	7.43	3.481
4.5	7.424	3.573
4.6	7.412	3.664
4.7	7.395	3.752
4.8	7.377	3.835
4.9	7.353	3.912
5	7.34	3.988
5.1	7.335	4.065
5.2	7.336	4.136
5.3	7.347	4.201
5.4	7.365	4.259
5.5	7.378	4.308
5.6	7.387	4.351
5.7	7.4	4.397
5.8	7.418	4.444
5.9	7.425	4.473
6	7.427	4.488
6.1	7.424	4.5
6.2	7.423	4.51
6.3	7.428	4.518
6.4	7.435	4.525
6.5	7.441	4.53
6.6	7.444	4.532
6.7	7.447	4.535
6.8	7.454	4.536
6.9	7.461	4.541
7	7.471	4.548
7.1	7.482	4.554
7.2	7.49	4.558
7.3	7.5	4.564
7.4	7.509	4.57
7.5	7.518	4.574
7.6	7.525	4.579
7.7	7.529	4.583
7.8	7.53	4.586
7.9	7.527	4.587
8	7.528	4.589
8.1	7.528	4.592
8.2	7.522	4.59
8.3	7.519	4.593
8.4	7.515	4.595
8.5	7.512	4.599
8.6	7.507	4.601
8.7	7.505	4.603
8.8	7.5	4.608
8.9	7.496	4.613
9	7.498	4.616
9.1	7.497	4.62
9.2	7.497	4.621
9.3	7.497	4.623
9.4	7.493	4.622
9.5	7.49	4.619
9.6	7.486	4.618
9.7	7.482	4.616
9.8	7.483	4.615
9.9	7.484	4.62
10	7.484	4.621
10.1	7.483	4.62
10.2	7.485	4.62
10.3	7.484	4.622
10.4	7.487	4.624
10.5	7.489	4.627
10.6	7.491	4.629
10.7	7.493	4.631
10.8	7.493	4.633
10.9	7.493	4.636
11	7.492	4.639
11.1	7.491	4.641
11.2	7.49	4.641
11.3	7.489	4.642
11.4	7.49	4.641
11.5	7.491	4.64
11.6	7.493	4.638
11.7	7.491	4.639
11.8	7.49	4.639
11.9	7.49	4.639
12	7.491	4.639
12.1	7.494	4.64
12.2	7.494	4.64
12.3	7.492	4.638
12.4	7.493	4.637
12.5	7.491	4.637
12.6	7.489	4.638
12.7	7.488	4.64
12.8	7.484	4.641
12.9	7.48	4.644
13	7.478	4.649
13.1	7.477	4.653
13.2	7.477	4.658
13.3	7.479	4.662
13.4	7.478	4.662
13.5	7.477	4.658
13.6	7.479	4.657
13.7	7.484	4.659
13.8	7.486	4.662
13.9	7.488	4.663
14	7.491	4.663
14.1	7.495	4.668
14.2	7.499	4.676
14.3	7.498	4.685
14.4	7.497	4.692
14.5	7.496	4.696
14.6	7.494	4.698
14.7	7.492	4.697
14.8	7.492	4.693
14.9	7.492	4.689
15	7.492	4.687
15.1	7.494	4.685
15.2	7.497	4.683
15.3	7.5	4.681
15.4	7.503	4.68
15.5	7.505	4.679
15.6	7.508	4.678
15.7	7.508	4.677
15.8	7.508	4.676
15.9	7.507	4.676
16	7.507	4.677
16.1	7.507	4.677
16.2	7.507	4.677
16.3	7.505	4.676
16.4	7.503	4.675
16.5	7.501	4.675
16.6	7.499	4.674
16.7	7.498	4.674
16.8	7.498	4.674
16.9	7.499	4.674
17	7.498	4.674
17.1	7.497	4.674
17.2	7.496	4.674
17.3	7.496	4.674
17.4	7.494	4.675
17.5	7.492	4.675
17.6	7.491	4.675
17.7	7.491	4.675
17.8	7.491	4.677
17.9	7.49	4.677
18	7.489	4.677
18.1	7.489	4.677
18.2	7.488	4.678
18.3	7.488	4.677
18.4	7.487	4.677
18.5	7.488	4.678
18.6	7.489	4.679
18.7	7.489	4.681
18.8	7.49	4.682
18.9	7.491	4.682
19	7.492	4.682
19.1	7.493	4.682
19.2	7.493	4.682
19.3	7.493	4.683
19.4	7.493	4.683
