Time	X	Z
0	8.173	2.141
0.1	8.173	2.142
0.2	7.749	2.835
0.3	7.739	2.855
0.4	7.752	2.939
0.5	7.747	2.965
0.6	7.737	2.976
0.7	7.723	2.98
0.8	7.714	2.98
0.9	7.714	2.972
1	7.701	2.959
1.1	7.682	2.949
1.2	7.658	2.943
1.3	7.612	2.95
1.4	7.553	2.978
1.5	7.509	3.022
1.6	7.484	3.094
1.7	7.481	3.187
1.8	7.493	3.281
1.9	7.501	3.374
2	7.505	3.469
2.1	7.485	3.54
2.2	7.46	3.596
2.3	7.435	3.644
2.4	7.403	3.706
2.5	7.371	3.775
2.6	7.333	3.853
2.7	7.3	3.919
2.8	7.273	3.97
2.9	7.246	4.005
3	7.224	4.032
3.1	7.217	4.058
3.2	7.23	4.089
3.3	7.254	4.127
3.4	7.274	4.163
3.5	7.282	4.189
3.6	7.275	4.197
3.7	7.261	4.19
3.8	7.253	4.195
3.9	7.248	4.199
4	7.249	4.192
4.1	7.244	4.196
4.2	7.224	4.218
4.3	7.193	4.256
4.4	7.173	4.299
4.5	7.161	4.34
4.6	7.159	4.374
4.7	7.17	4.404
4.8	7.183	4.432
4.9	7.201	4.461
5	7.196	4.472
5.1	7.216	4.499
5.2	7.241	4.519
5.3	7.269	4.535
5.4	7.297	4.548
5.5	7.321	4.56
5.6	7.344	4.57
5.7	7.362	4.581
5.8	7.376	4.59
5.9	7.388	4.594
6	7.405	4.597
6.1	7.416	4.602
6.2	7.424	4.607
6.3	7.429	4.607
6.4	7.434	4.609
6.5	7.435	4.611
6.6	7.438	4.613
6.7	7.43	4.615
6.8	7.427	4.615
6.9	7.425	4.613
7	7.421	4.614
7.1	7.415	4.617
7.2	7.41	4.616
7.3	7.407	4.615
7.4	7.405	4.615
7.5	7.403	4.617
7.6	7.401	4.618
7.7	7.4	4.62
7.8	7.4	4.622
7.9	7.398	4.62
8	7.403	4.622
8.1	7.407	4.623
8.2	7.409	4.622
8.3	7.411	4.621
8.4	7.413	4.619
8.5	7.412	4.616
8.6	7.411	4.613
8.7	7.415	4.615
8.8	7.415	4.613
8.9	7.419	4.611
9	7.429	4.616
9.1	7.43	4.614
9.2	7.431	4.613
9.3	7.429	4.615
9.4	7.427	4.621
9.5	7.422	4.629
9.6	7.419	4.632
9.7	7.416	4.629
9.8	7.413	4.623
9.9	7.416	4.619
10	7.419	4.622
10.1	7.421	4.627
10.2	7.422	4.632
10.3	7.42	4.635
10.4	7.42	4.638
10.5	7.419	4.643
10.6	7.42	4.648
10.7	7.404	4.642
10.8	7.404	4.64
10.9	7.407	4.638
11	7.407	4.637
11.1	7.408	4.639
11.2	7.409	4.641
11.3	7.409	4.644
11.4	7.409	4.649
11.5	7.413	4.652
11.6	7.411	4.652
11.7	7.408	4.656
11.8	7.407	4.658
11.9	7.407	4.659
12	7.407	4.657
12.1	7.408	4.656
12.2	7.41	4.656
12.3	7.384	4.637
12.4	7.389	4.634
12.5	7.39	4.633
12.6	7.393	4.632
12.7	7.393	4.632
12.8	7.396	4.633
12.9	7.4	4.635
13	7.403	4.637
13.1	7.406	4.639
13.2	7.41	4.639
13.3	7.411	4.642
13.4	7.41	4.643
13.5	7.408	4.64
13.6	7.411	4.638
13.7	7.414	4.636
13.8	7.416	4.635
13.9	7.417	4.634
14	7.417	4.634
14.1	7.416	4.636
14.2	7.414	4.634
14.3	7.415	4.636
14.4	7.417	4.642
14.5	7.418	4.646
14.6	7.418	4.65
14.7	7.419	4.654
14.8	7.421	4.663
14.9	7.424	4.676
15	7.427	4.692
15.1	7.395	4.675
15.2	7.393	4.674
15.3	7.395	4.669
15.4	7.396	4.667
15.5	7.399	4.67
15.6	7.398	4.677
15.7	7.396	4.686
15.8	7.4	4.7
15.9	7.41	4.715
16	7.42	4.734
16.1	7.427	4.76
16.2	7.434	4.788
16.3	7.436	4.801
16.4	7.435	4.806
16.5	7.429	4.8
16.6	7.429	4.783
16.7	7.432	4.769
16.8	7.435	4.759
16.9	7.441	4.747
17	7.447	4.729
17.1	7.452	4.707
17.2	7.455	4.689
17.3	7.458	4.675
17.4	7.462	4.665
17.5	7.463	4.654
17.6	7.466	4.645
17.7	7.468	4.637
17.8	7.47	4.634
17.9	7.472	4.637
18	7.477	4.638
18.1	7.483	4.635
18.2	7.485	4.631
18.3	7.481	4.627
18.4	7.479	4.624
18.5	7.478	4.631
18.6	7.473	4.641
18.7	7.464	4.648
18.8	7.462	4.65
18.9	7.467	4.651
19	7.47	4.654
19.1	7.473	4.657
19.2	7.473	4.657
19.3	7.471	4.656
19.4	7.468	4.655
19.5	7.463	4.655
19.6	7.457	4.656
19.7	7.456	4.669
19.8	7.457	4.684
19.9	7.46	4.69
20	7.463	4.694
20.1	7.467	4.698
20.2	7.468	4.702
20.3	7.469	4.704
20.4	7.469	4.703
20.5	7.471	4.703
20.6	7.472	4.703
20.7	7.471	4.701
20.8	7.47	4.699
20.9	7.467	4.699
21	7.466	4.698
21.1	7.464	4.691
21.2	7.46	4.676
21.3	7.454	4.66
21.4	7.448	4.652
21.5	7.441	4.655
21.6	7.436	4.663
21.7	7.436	4.673
21.8	7.437	4.676
21.9	7.441	4.668
22	7.448	4.66
22.1	7.455	4.653
22.2	7.459	4.642
22.3	7.462	4.628
22.4	7.463	4.614
22.5	7.462	4.603
22.6	7.463	4.596
22.7	7.463	4.594
22.8	7.463	4.598
22.9	7.464	4.606
23	7.466	4.616
23.1	7.467	4.623
23.2	7.466	4.63
23.3	7.463	4.635
23.4	7.46	4.638
23.5	7.458	4.641
23.6	7.456	4.644
23.7	7.455	4.646
23.8	7.457	4.649
23.9	7.461	4.651
24	7.464	4.654
24.1	7.467	4.656
24.2	7.47	4.657
24.3	7.471	4.657
24.4	7.47	4.658
24.5	7.469	4.658
24.6	7.466	4.659
24.7	7.463	4.66
24.8	7.46	4.661
24.9	7.454	4.663
25	7.446	4.665
25.1	7.439	4.666
25.2	7.435	4.669
25.3	7.434	4.671
25.4	7.437	4.669
25.5	7.44	4.667
25.6	7.446	4.666
25.7	7.45	4.666
25.8	7.453	4.667
25.9	7.454	4.667
26	7.454	4.667
26.1	7.484	4.661
26.2	7.487	4.659
26.3	7.49	4.659
26.4	7.494	4.661
26.5	7.499	4.66
26.6	7.504	4.659
26.7	7.505	4.657
26.8	7.505	4.655
26.9	7.502	4.656
27	7.499	4.657
27.1	7.494	4.657
27.2	7.488	4.657
27.3	7.484	4.657
27.4	7.481	4.656
27.5	7.475	4.651
27.6	7.474	4.647
27.7	7.474	4.645
27.8	7.475	4.646
27.9	7.476	4.645
28	7.476	4.642
28.1	7.473	4.642
28.2	7.47	4.641
28.3	7.464	4.641
28.4	7.459	4.642
28.5	7.456	4.643
28.6	7.455	4.646
28.7	7.455	4.652
28.8	7.455	4.66
28.9	7.454	4.664
29	7.453	4.666
29.1	7.451	4.667
29.2	7.449	4.666
29.3	7.447	4.663
29.4	7.448	4.658
29.5	7.447	4.656
29.6	7.448	4.657
29.7	7.45	4.658
29.8	7.452	4.658
29.9	7.453	4.658
30	7.453	4.658
30.1	7.453	4.658
30.2	7.453	4.657
30.3	7.452	4.657
30.4	7.453	4.657
30.5	7.454	4.657
30.6	7.455	4.657
30.7	7.456	4.657
30.8	7.456	4.656
30.9	7.457	4.656
31	7.457	4.655
31.1	7.457	4.655
31.2	7.457	4.656
31.3	7.457	4.656
31.4	7.456	4.656
31.5	7.456	4.656
31.6	7.456	4.656
31.7	7.456	4.656
31.8	7.456	4.657
31.9	7.455	4.657
32	7.454	4.657
32.1	7.454	4.657
32.2	7.453	4.657
32.3	7.454	4.657
32.4	7.453	4.657
32.5	7.453	4.657
32.6	7.453	4.657
32.7	7.452	4.657
32.8	7.452	4.658
32.9	7.452	4.66
33	7.452	4.66
33.1	7.453	4.661
33.2	7.453	4.661
33.3	7.453	4.661
33.4	7.454	4.661
33.5	7.454	4.661
33.6	7.455	4.661
33.7	7.455	4.661
33.8	7.455	4.661
33.9	7.455	4.661
34	7.454	4.662
34.1	7.453	4.662
34.2	7.452	4.663
34.3	7.45	4.663
34.4	7.449	4.663
34.5	7.447	4.663
34.6	7.446	4.663
34.7	7.444	4.662
34.8	7.443	4.662
34.9	7.442	4.662
35	7.441	4.662
35.1	7.44	4.662
35.2	7.439	4.662
35.3	7.44	4.662
35.4	7.442	4.662
35.5	7.443	4.662
35.6	7.444	4.662
35.7	7.445	4.663
35.8	7.445	4.663
35.9	7.446	4.663
36	7.446	4.664
36.1	7.447	4.665
36.2	7.447	4.665
36.3	7.448	4.666
36.4	7.448	4.667
36.5	7.447	4.666
36.6	7.446	4.665
36.7	7.445	4.663
36.8	7.445	4.662
36.9	7.444	4.661
37	7.444	4.659
37.1	7.443	4.657
37.2	7.444	4.657
37.3	7.444	4.657
37.4	7.446	4.656
37.5	7.448	4.656
37.6	7.451	4.655
37.7	7.454	4.655
37.8	7.455	4.654
37.9	7.456	4.653
38	7.457	4.651
38.1	7.457	4.651
38.2	7.457	4.651
38.3	7.457	4.652
38.4	7.457	4.655
38.5	7.458	4.657
38.6	7.46	4.66
38.7	7.462	4.662
38.8	7.463	4.664
38.9	7.458	4.66
39	7.458	4.659
39.1	7.458	4.657
39.2	7.458	4.653
39.3	7.457	4.651
39.4	7.456	4.648
39.5	7.456	4.646
39.6	7.457	4.645
39.7	7.458	4.644
39.8	7.458	4.643
39.9	7.459	4.644
40	7.458	4.644
40.1	7.46	4.645
40.2	7.462	4.645
40.3	7.462	4.646
40.4	7.461	4.647
40.5	7.46	4.649
40.6	7.461	4.651
40.7	7.462	4.65
40.8	7.464	4.65
40.9	7.465	4.65
41	7.465	4.648
41.1	7.465	4.646
41.2	7.466	4.645
41.3	7.467	4.644
41.4	7.468	4.644
41.5	7.468	4.645
41.6	7.469	4.646
41.7	7.47	4.646
41.8	7.469	4.647
41.9	7.469	4.648
42	7.467	4.648
42.1	7.466	4.648
42.2	7.465	4.648
42.3	7.465	4.647
42.4	7.466	4.643
42.5	7.466	4.641
42.6	7.466	4.64
42.7	7.466	4.639
42.8	7.466	4.639
42.9	7.466	4.64
43	7.466	4.641
43.1	7.467	4.643
43.2	7.465	4.642
43.3	7.464	4.643
43.4	7.463	4.644
43.5	7.463	4.644
43.6	7.463	4.645
43.7	7.46	4.646
43.8	7.45	4.646
43.9	7.446	4.647
44	7.445	4.648
44.1	7.45	4.649
44.2	7.457	4.651
44.3	7.462	4.653
44.4	7.465	4.655
44.5	7.467	4.658
44.6	7.467	4.659
44.7	7.466	4.66
44.8	7.464	4.659
44.9	7.464	4.659
45	7.465	4.66
45.1	7.467	4.662
45.2	7.47	4.663
45.3	7.472	4.664
45.4	7.472	4.664
45.5	7.472	4.664
45.6	7.471	4.663
45.7	7.469	4.662
45.8	7.468	4.661
45.9	7.467	4.662
46	7.467	4.663
46.1	7.466	4.664
46.2	7.463	4.664
46.3	7.46	4.664
46.4	7.457	4.665
46.5	7.456	4.668
46.6	7.453	4.672
46.7	7.45	4.676
46.8	7.45	4.682
46.9	7.451	4.688
47	7.452	4.694
47.1	7.452	4.703
47.2	7.453	4.712
47.3	7.453	4.723
47.4	7.452	4.733
47.5	7.452	4.741
47.6	7.452	4.747
47.7	7.453	4.751
47.8	7.453	4.754
47.9	7.453	4.755
48	7.451	4.753
48.1	7.452	4.748
48.2	7.452	4.741
48.3	7.454	4.733
48.4	7.453	4.723
48.5	7.452	4.715
48.6	7.451	4.709
48.7	7.452	4.703
48.8	7.454	4.699
48.9	7.456	4.698
49	7.457	4.7
49.1	7.46	4.702
49.2	7.459	4.7
