Time	Velocity
0	0
0.1	0.03
0.2	0.13
0.3	0.29
0.4	0.48
0.5	0.7
0.6	0.91
0	0
0.1	1.23
0.2	1.35
0.3	1.4
0.4	1.4
0.5	1.4
0.6	1.4
0.7	1.4
0.8	1.4
0.9	1.4
1	1.4
1.1	1.34
1.2	1.22
1.3	1.05
1.4	0.85
1.5	0.63
1.6	0.42
1.7	0.23
1.8	0.09
1.9	0.02
0	0
0.1	-0.17
0.2	-0.59
0.3	-1.07
0.4	-1.37
0.5	-1.35
0.6	-1.01
0.7	-0.53
0	0
0.1	-0.17
0.2	-0.59
0.3	-1.07
0.4	-1.37
0.5	-1.35
0.6	-1.02
0.7	-0.59
0	0
0.1	-0.17
0.2	-0.59
0.3	-1.02
0.4	-1.37
0.5	-1.37
0.6	-1.01
0.7	-0.53
0	0
0.1	-0.16
0.2	-0.55
0.3	-0.99
0.4	-1.27
0.5	-1.29
0.6	-1.08
0.7	-0.71
0	0
0.1	-0.12
0.2	-0.47
0.3	-0.92
0.4	-1.16
0.5	-1.2
0.6	-1.08
0.7	-0.74
0.8	-0.32
0	0
0.1	-0.11
0.2	-0.43
0.3	-0.8
0.4	-1.06
0.5	-1.1
0.6	-1.09
0.7	-0.91
0.8	-0.5
0	0
0.1	-0.13
0.2	-0.43
0.3	-0.84
0.4	-1.07
0.5	-1.1
0.6	-1.08
0.7	-0.87
0.8	-0.5
0	0
0.1	-0.13
0.2	-0.47
0.3	-0.84
0.4	-1.07
0.5	-1.1
0.6	-1.09
0.7	-0.87
0.8	-0.5
0	0
0.1	-0.13
0.2	-0.46
0.3	-0.84
0.4	-1.07
0.5	-1.1
0.6	-1.08
0.7	-0.87
0.8	-0.5
0	0
0.1	-0.11
0.2	-0.43
0.3	-0.8
0.4	-1.08
0.5	-1.1
0.6	-1.09
0.7	-0.9
0.8	-0.54
0	0
0.1	-0.39
0.2	-1.05
0.3	-0.79
0	0
0.1	-0.39
0.2	-1.08
0.3	-0.79
0	0
0.1	-0.4
0.2	-1.05
0.3	-1.1
0.4	-1.1
0.5	-0.87
0	0
0.1	-0.47
0.2	-1.08
0.3	-1.1
0.4	-1.1
0.5	-0.79
0	0
0.1	-0.39
0.2	-1.05
0.3	-1.1
0.4	-1.1
0.5	-0.87
0	0
0.1	-0.39
0.2	-1.05
0.3	-1.1
0.4	-1.1
0.5	-0.79
0	0
0.1	-0.35
0.2	-0.96
0.3	-1
0.4	-1
0.5	-0.9
0	0
0.1	-0.43
0.2	-0.98
0.3	-1
0.4	-1
0.5	-0.9
0	0
0.1	-0.36
0.2	-0.95
0.3	-1
0.4	-1
0.5	-0.9
0	0
0.1	-0.35
0.2	-0.95
0.3	-1
0.4	-1
0.5	-0.9
0	0
0.1	-0.25
0.2	-0.69
0.3	-0.7
0.4	-0.7
0.5	-0.7
0.6	-0.7
0.7	-0.63
0	0
0.1	-0.3
0.2	-0.67
0.3	-0.7
0.4	-0.7
0.5	-0.7
0.6	-0.7
0.7	-0.63
0	0
0.1	-0.3
0.2	-0.69
0.3	-0.7
0.4	-0.7
0.5	-0.7
0.6	-0.7
0.7	-0.63
0	0
0.1	-0.3
0.2	-0.69
0.3	-0.7
0.4	-0.7
0.5	-0.7
0.6	-0.7
0.7	-0.63
0	0
0.1	-0.28
0.2	-0.76
0.3	-0.8
0.4	-0.8
0.5	-0.8
0.6	-0.78
0	0
0.1	-0.28
0.2	-0.79
0.3	-0.8
0.4	-0.8
0.5	-0.8
0.6	-0.78
0	0
0.1	-0.39
0.2	-0.88
0.3	-0.9
0.4	-0.9
0.5	-0.9
0.6	-0.58
0	0
0.1	-0.34
0.2	-0.78
0.3	-0.8
0.4	-0.8
0.5	-0.8
0.6	-0.78
0	0
0.1	-0.28
0.2	-0.79
0.3	-0.8
0.4	-0.8
0.5	-0.8
0.6	-0.78
0	0
0.1	-0.28
0.2	-0.76
0.3	-0.8
0.4	-0.8
0.5	-0.8
0.6	-0.78
0	0
0.1	-0.35
0.2	-0.76
0.3	-0.8
0.4	-0.8
0.5	-0.8
0.6	-0.8
0	0
0.1	-0.34
0.2	-0.78
0.3	-0.8
0.4	-0.8
0.5	-0.8
0.6	-0.79
