Time	Velocity
0	0
0.1	0.03
0.2	0.13
0.3	0.29
0.4	0.48
0.5	0.7
0.6	0.91
0.7	1.11
0.8	1.26
0.9	1.37
1	1.4
1.1	1.4
1.2	1.4
1.3	1.4
1.4	1.39
1.5	1.32
1.6	1.19
1.7	1.01
1.8	0.8
1.9	0.58
2	0.37
2.1	0.2
2.2	0.07
2.3	0.01
0	0
0.1	-0.08
0.2	-0.31
0.3	-0.63
0.4	-0.97
0.5	-1.25
0.6	-1.39
0.7	-1.36
0.8	-1.18
0.9	-0.88
1	-0.54
0	0
0.1	-0.1
0.2	-0.38
0.3	-0.72
0.4	-1.14
0.5	-1.41
0.6	-1.5
0.7	-1.4
0.8	-1.08
0.9	-0.7
1	-0.33
0	0
0.1	-0.08
0.2	-0.35
0.3	-0.72
0.4	-1.1
0.5	-1.39
0.6	-1.5
0.7	-1.38
0.8	-1.12
0.9	-0.74
1	-0.33
0	0
0.1	-0.1
0.2	-0.38
0.3	-0.76
0.4	-1.14
0.5	-1.41
0.6	-1.5
0.7	-1.4
0.8	-1.16
0.9	-0.74
0	0
0.1	-0.1
0.2	-0.38
0.3	-0.76
0.4	-1.14
0.5	-1.41
0.6	-1.5
0.7	-1.37
0.8	-1.08
0.9	-0.7
1	-0.33
0	0
0.1	-0.1
0.2	-0.34
0.3	-0.76
0.4	-1.1
0.5	-1.41
0.6	-1.5
0.7	-1.37
0.8	-1.08
0.9	-0.69
1	-0.33
0	0
0.1	-0.08
0.2	-0.3
0.3	-0.61
0.4	-0.91
0.5	-1.13
0.6	-1.2
0.7	-1.2
0.8	-1.17
0.9	-1.01
1	-0.73
1.1	-0.42
0	0
0.1	-0.08
0.2	-0.35
0.3	-0.72
0.4	-1.1
0.5	-1.39
0.6	-1.5
0.7	-1.37
0.8	-1.12
0.9	-0.74
1	-0.36
0	0
0.1	-0.08
0.2	-0.34
0.3	-0.72
0.4	-1.1
0.5	-1.39
0.6	-1.5
0.7	-1.4
0.8	-1.12
0.9	-0.7
1	-0.33
0	0
0	0
0.1	-0.08
0.2	-0.34
0.3	-0.76
0.4	-1.14
0.5	-1.39
0.6	-1.5
0.7	-1.49
0.8	-1.35
0.9	-1
1	-0.61
0	0
0.1	-0.08
0.2	-0.35
0.3	-0.76
0.4	-1.14
0.5	-1.41
0.6	-1.5
0.7	-1.49
0.8	-1.32
0.9	-1
1	-0.61
