Time	Velocity
0	0
0.1	0.03
0.2	0.13
0.3	0.28
0.4	0.48
0.5	0.69
0.6	0.91
0.7	1.11
0.8	1.26
0.9	1.36
1	1.4
1.1	1.4
1.2	1.4
1.3	1.4
1.4	1.4
1.5	1.38
1.6	1.31
1.7	1.17
1.8	0.99
1.9	0.78
2	0.56
2.1	0.35
2.2	0.18
2.3	0.06
0	0
0.1	-0.08
0.2	-0.31
0.3	-0.65
0.4	-0.98
0.5	-1.36
0.6	-1.61
0.7	-1.7
0.8	-1.65
0.9	-1.42
1	-1.09
1.1	-0.72
0	0
0.1	-0.07
0.2	-0.28
0.3	-0.65
0.4	-1.02
0.5	-1.33
0.6	-1.61
0.7	-1.7
0.8	-1.63
0.9	-1.42
1	-1.09
1.1	-0.72
0	0
0.1	-0.1
0.2	-0.37
0.3	-0.76
0.4	-1.17
0.5	-1.53
0.6	-1.74
0.7	-1.79
0.8	-1.66
0.9	-1.32
1	-0.91
1.1	-0.5
0	0
0.1	-0.08
0.2	-0.37
0.3	-0.76
0.4	-1.18
0.5	-1.53
0.6	-1.74
0.7	-1.79
0.8	-1.63
0.9	-1.35
1	-0.9
1.1	-0.49
0	0
0.1	-0.08
0.2	-0.37
0.3	-0.76
0.4	-1.13
0.5	-1.5
0.6	-1.75
0.7	-1.79
0.8	-1.63
0.9	-1.31
0	0
0.1	-0.2
0.2	-0.64
0.3	-1.24
0.4	-1.72
0.5	-1.79
0.6	-1.46
0.7	-0.89
0	0
0.1	-0.16
0.2	-0.64
0.3	-1.3
0.4	-1.72
0.5	-1.79
0.6	-1.46
0.7	-0.96
0	0
0	0
0.1	-0.16
0.2	-0.71
0.3	-1.3
0.4	-1.72
0.5	-1.8
0.6	-1.8
0.7	-1.6
0.8	-1.16
0	0
0.1	-0.16
0.2	-0.65
0.3	-1.25
0.4	-1.69
0.5	-1.8
0.6	-1.8
0.7	-1.6
0.8	-1.03
0.9	-0.44
0	0
0.1	-0.16
0.2	-0.64
0.3	-1.25
0.4	-1.69
0.5	-1.8
0.6	-1.8
0.7	-1.6
0.8	-1.09
0.9	-0.5
