Name des Probanden: 04						
						
Größe		BO-Distanz	BO-Geschwindigkeit	Blickwinkel		
[Klasse/Stufe]	[m]		[m/s]			[V/H]
--------------------------------------------------------------------						
XL/7		1.509668	1.5			V
XL/7		1.527622	1.8			H
M/3		0.901322	1.4			V
M/3		1.750289	2			H
L/15		1.444255	1.8			V
L/15		0.944879	1.5			H
XS/3		1.094657	1.5			V
XS/3		1.021432	1.9			H
S/3		1.074863	1.5			V
S/3		1.034107	1.7			H
