Time	X	Z
0	7.52	4.882
0.1	7.52	4.881
0.2	7.632	4.439
0.3	7.633	4.44
0.4	7.627	4.455
0.5	7.613	4.483
0.6	7.594	4.52
0.7	7.574	4.552
0.8	7.557	4.577
0.9	7.546	4.598
1	7.537	4.613
1.1	7.53	4.623
1.2	7.526	4.626
1.3	7.526	4.624
1.4	7.53	4.619
1.5	7.534	4.614
1.6	7.535	4.611
1.7	7.531	4.608
1.8	7.529	4.603
1.9	7.53	4.592
2	7.531	4.591
2.1	7.423	4.56
2.2	7.418	4.574
2.3	7.422	4.582
2.4	7.43	4.589
2.5	7.429	4.598
2.6	7.421	4.611
2.7	7.407	4.625
2.8	7.391	4.637
2.9	7.371	4.648
3	7.352	4.652
3.1	7.34	4.65
3.2	7.34	4.647
3.3	7.35	4.642
3.4	7.365	4.633
3.5	7.388	4.615
3.6	7.411	4.592
3.7	7.43	4.569
3.8	7.44	4.544
3.9	7.437	4.522
4	7.43	4.509
4.1	7.425	4.494
4.2	7.422	4.479
4.3	7.422	4.465
4.4	7.425	4.449
4.5	7.432	4.43
4.6	7.445	4.408
4.7	7.464	4.387
4.8	7.484	4.366
4.9	7.516	4.349
5	7.546	4.353
5.1	7.561	4.378
5.2	7.555	4.405
5.3	7.537	4.424
5.4	7.517	4.437
5.5	7.5	4.443
5.6	7.487	4.446
5.7	7.479	4.444
5.8	7.467	4.43
5.9	7.451	4.41
6	7.431	4.398
6.1	7.412	4.396
6.2	7.403	4.405
6.3	7.407	4.416
6.4	7.418	4.423
6.5	7.431	4.427
6.6	7.439	4.433
6.7	7.443	4.442
6.8	7.443	4.455
6.9	7.44	4.471
7	7.433	4.49
7.1	7.422	4.511
7.2	7.408	4.532
7.3	7.391	4.55
7.4	7.378	4.564
7.5	7.368	4.571
7.6	7.363	4.569
7.7	7.363	4.556
7.8	7.365	4.536
7.9	7.371	4.511
8	7.38	4.486
8.1	7.391	4.46
8.2	7.401	4.437
8.3	7.408	4.419
8.4	7.415	4.409
8.5	7.42	4.402
8.6	7.425	4.396
8.7	7.43	4.392
8.8	7.437	4.389
8.9	7.447	4.385
9	7.456	4.379
9.1	7.464	4.373
9.2	7.47	4.368
9.3	7.476	4.364
9.4	7.479	4.362
9.5	7.482	4.361
9.6	7.483	4.36
9.7	7.484	4.36
9.8	7.484	4.361
9.9	7.483	4.362
10	7.482	4.363
10.1	7.481	4.363
10.2	7.481	4.363
10.3	7.48	4.361
10.4	7.48	4.359
10.5	7.481	4.357
10.6	7.481	4.354
10.7	7.482	4.352
10.8	7.483	4.351
10.9	7.482	4.351
11	7.481	4.351
11.1	7.48	4.352
11.2	7.479	4.353
11.3	7.477	4.355
11.4	7.476	4.358
11.5	7.475	4.359
11.6	7.475	4.359
11.7	7.475	4.36
11.8	7.475	4.36
11.9	7.476	4.359
12	7.476	4.359
12.1	7.477	4.359
12.2	7.478	4.359
12.3	7.479	4.36
12.4	7.479	4.36
12.5	7.48	4.36
12.6	7.48	4.36
12.7	7.479	4.36
12.8	7.479	4.361
12.9	7.479	4.361
13	7.479	4.361
13.1	7.479	4.361
13.2	7.479	4.359
13.3	7.477	4.354
13.4	7.474	4.348
13.5	7.471	4.342
13.6	7.465	4.336
13.7	7.458	4.331
13.8	7.453	4.329
13.9	7.449	4.334
14	7.447	4.347
14.1	7.444	4.361
14.2	7.441	4.375
14.3	7.442	4.389
14.4	7.451	4.403
14.5	7.466	4.419
14.6	7.485	4.436
14.7	7.508	4.448
14.8	7.538	4.456
14.9	7.572	4.459
15	7.605	4.458
15.1	7.63	4.456
15.2	7.647	4.45
15.3	7.655	4.44
15.4	7.655	4.422
15.5	7.646	4.402
15.6	7.634	4.382
15.7	7.622	4.371
15.8	7.604	4.369
15.9	7.584	4.372
16	7.57	4.379
16.1	7.561	4.387
16.2	7.577	4.397
16.3	7.581	4.403
16.4	7.59	4.407
16.5	7.596	4.41
16.6	7.601	4.412
16.7	7.603	4.414
16.8	7.609	4.416
16.9	7.611	4.418
17	7.619	4.422
17.1	7.615	4.426
17.2	7.608	4.43
17.3	7.612	4.432
17.4	7.623	4.428
17.5	7.644	4.42
17.6	7.671	4.407
17.7	7.689	4.39
17.8	7.681	4.372
17.9	7.655	4.357
18	7.611	4.348
18.1	7.558	4.347
18.2	7.503	4.347
18.3	7.454	4.346
18.4	7.412	4.343
18.5	7.382	4.339
18.6	7.368	4.336
18.7	7.367	4.335
18.8	7.38	4.336
18.9	7.408	4.337
19	7.445	4.34
19.1	7.487	4.344
19.2	7.527	4.35
19.3	7.565	4.359
19.4	7.597	4.368
19.5	7.622	4.375
19.6	7.642	4.38
19.7	7.657	4.383
19.8	7.667	4.387
19.9	7.672	4.39
20	7.678	4.395
20.1	7.685	4.401
20.2	7.691	4.405
20.3	7.694	4.408
20.4	7.696	4.411
20.5	7.697	4.411
20.6	7.701	4.413
20.7	7.705	4.415
20.8	7.708	4.417
20.9	7.711	4.42
21	7.715	4.423
21.1	7.719	4.425
21.2	7.721	4.425
21.3	7.722	4.425
21.4	7.723	4.424
21.5	7.723	4.424
21.6	7.724	4.425
21.7	7.725	4.426
21.8	7.727	4.426
21.9	7.728	4.426
22	7.729	4.425
22.1	7.731	4.424
22.2	7.733	4.421
22.3	7.734	4.418
22.4	7.736	4.416
22.5	7.739	4.415
22.6	7.741	4.414
22.7	7.743	4.414
22.8	7.745	4.413
22.9	7.746	4.412
23	7.747	4.411
23.1	7.748	4.409
23.2	7.75	4.406
23.3	7.75	4.401
23.4	7.748	4.392
23.5	7.746	4.383
23.6	7.742	4.376
23.7	7.736	4.366
23.8	7.729	4.356
23.9	7.72	4.345
24	7.708	4.334
24.1	7.691	4.323
24.2	7.669	4.313
24.3	7.641	4.305
24.4	7.608	4.301
24.5	7.572	4.302
24.6	7.533	4.307
24.7	7.493	4.317
24.8	7.45	4.331
24.9	7.403	4.354
25	7.362	4.378
25.1	7.327	4.4
25.2	7.299	4.421
25.3	7.276	4.44
25.4	7.26	4.457
