Time	X	Z
0	7.072	4.116
0.1	7.074	4.116
0.2	7.028	4.132
0.3	7.03	4.132
0.4	7.031	4.132
0.5	7.033	4.132
0.6	7.033	4.131
0.7	7.033	4.129
0.8	7.032	4.127
0.9	7.032	4.126
1	7.031	4.126
1.1	7.03	4.124
1.2	7.029	4.124
1.3	7.028	4.125
1.4	7.035	4.116
1.5	7.033	4.113
1.6	7.033	4.108
1.7	7.035	4.103
1.8	7.037	4.1
1.9	7.038	4.099
2	7.038	4.1
2.1	7.037	4.104
2.2	7.035	4.11
2.3	7.033	4.117
2.4	7.033	4.122
2.5	7.032	4.128
2.6	7.032	4.137
2.7	7.032	4.144
2.8	7.033	4.147
2.9	7.032	4.146
3	7.033	4.144
3.1	7.034	4.141
3.2	7.035	4.138
3.3	7.036	4.135
3.4	7.036	4.133
3.5	7.036	4.131
3.6	7.037	4.13
3.7	7.037	4.129
3.8	7.037	4.129
3.9	7.038	4.13
4	7.039	4.13
4.1	7.041	4.131
4.2	7.042	4.131
4.3	7.044	4.131
4.4	7.046	4.13
4.5	7.049	4.129
4.6	7.052	4.129
4.7	7.054	4.13
4.8	7.057	4.13
4.9	7.059	4.131
5	7.06	4.131
5.1	7.059	4.13
5.2	7.059	4.129
5.3	7.058	4.127
5.4	7.058	4.127
5.5	7.057	4.125
5.6	7.058	4.123
5.7	7.06	4.121
5.8	7.061	4.118
5.9	7.061	4.119
6	7.062	4.12
6.1	7.061	4.122
6.2	7.06	4.123
6.3	7.059	4.124
6.4	7.058	4.125
6.5	7.058	4.129
6.6	7.057	4.133
6.7	7.057	4.136
6.8	7.057	4.14
6.9	7.057	4.142
7	7.057	4.143
7.1	7.057	4.144
7.2	7.057	4.144
7.3	7.057	4.144
7.4	7.058	4.145
7.5	7.061	4.145
7.6	7.064	4.146
7.7	7.066	4.147
7.8	7.067	4.149
7.9	7.068	4.149
8	7.069	4.149
8.1	7.069	4.148
8.2	7.07	4.148
8.3	7.07	4.147
8.4	7.071	4.146
8.5	7.072	4.145
8.6	7.071	4.144
8.7	7.069	4.142
8.8	7.067	4.14
8.9	7.065	4.138
9	7.062	4.136
9.1	7.059	4.135
9.2	7.056	4.136
9.3	7.053	4.136
9.4	7.049	4.137
9.5	7.045	4.137
9.6	7.042	4.136
9.7	7.041	4.136
9.8	7.039	4.137
9.9	7.037	4.137
10	7.036	4.137
10.1	7.036	4.136
10.2	7.037	4.136
10.3	7.038	4.135
10.4	7.04	4.134
10.5	7.042	4.134
10.6	7.044	4.136
10.7	7.046	4.136
10.8	7.048	4.137
10.9	7.049	4.137
11	7.049	4.138
11.1	7.05	4.139
11.2	7.05	4.139
11.3	7.051	4.14
11.4	7.053	4.14
11.5	7.053	4.14
11.6	7.052	4.138
11.7	7.051	4.136
11.8	7.05	4.133
11.9	7.048	4.132
12	7.047	4.131
12.1	7.045	4.131
12.2	7.045	4.132
12.3	7.045	4.133
12.4	7.045	4.133
12.5	7.044	4.134
12.6	7.042	4.134
12.7	7.041	4.134
12.8	7.041	4.134
12.9	7.041	4.134
13	7.042	4.135
13.1	7.043	4.135
13.2	7.044	4.136
13.3	7.045	4.137
13.4	7.047	4.136
13.5	7.048	4.135
13.6	7.049	4.134
13.7	7.05	4.134
13.8	7.051	4.134
13.9	7.051	4.135
14	7.051	4.136
14.1	7.051	4.136
14.2	7.051	4.137
14.3	7.051	4.137
14.4	7.051	4.138
14.5	7.052	4.139
14.6	7.052	4.139
14.7	7.053	4.139
14.8	7.055	4.139
14.9	7.057	4.14
15	7.059	4.14
15.1	7.06	4.141
15.2	7.061	4.14
15.3	7.061	4.139
15.4	7.061	4.138
15.5	7.061	4.137
15.6	7.061	4.135
15.7	7.06	4.133
15.8	7.06	4.131
15.9	7.062	4.132
16	7.063	4.133
16.1	7.064	4.134
16.2	7.065	4.135
16.3	7.066	4.137
16.4	7.067	4.138
16.5	7.068	4.139
16.6	7.067	4.14
16.7	7.065	4.141
16.8	7.064	4.141
16.9	7.062	4.141
17	7.06	4.141
17.1	7.058	4.141
17.2	7.053	4.142
17.3	7.047	4.142
17.4	7.04	4.142
17.5	7.036	4.14
17.6	7.033	4.138
17.7	7.031	4.135
17.8	7.03	4.132
17.9	7.029	4.128
18	7.027	4.122
18.1	7.025	4.115
18.2	7.017	4.103
18.3	7.007	4.089
18.4	6.999	4.074
18.5	6.994	4.06
18.6	6.992	4.049
18.7	6.993	4.042
18.8	6.997	4.041
18.9	7.004	4.047
19	7.011	4.058
19.1	7.018	4.071
19.2	7.025	4.085
19.3	7.029	4.097
19.4	7.034	4.108
19.5	7.036	4.118
19.6	7.037	4.128
19.7	7.037	4.139
19.8	7.034	4.151
19.9	7.023	4.166
20	7.006	4.185
20.1	6.985	4.203
20.2	6.963	4.217
20.3	6.94	4.224
20.4	6.914	4.227
20.5	6.879	4.223
20.6	6.835	4.21
20.7	6.782	4.187
20.8	6.723	4.153
20.9	6.659	4.116
21	6.603	4.086
21.1	6.546	4.065
21.2	6.491	4.052
21.3	6.433	4.045
21.4	6.367	4.05
21.5	6.288	4.066
21.6	6.2	4.094
21.7	6.106	4.127
21.8	6.027	4.152
21.9	5.941	4.164
22	5.874	4.169
22.1	5.811	4.169
22.2	5.757	4.154
22.3	5.709	4.123
22.4	5.662	4.085
22.5	5.616	4.048
22.6	5.569	4.018
22.7	5.528	4.002
22.8	5.493	3.996
22.9	5.461	4.002
23	5.437	4.019
23.1	5.416	4.041
23.2	5.399	4.063
23.3	5.379	4.081
23.4	5.362	4.097
23.5	5.351	4.108
23.6	5.348	4.112
23.7	5.349	4.11
23.8	5.351	4.106
23.9	5.354	4.104
24	5.358	4.102
24.1	5.362	4.098
24.2	5.367	4.096
24.3	5.371	4.094
24.4	5.372	4.094
24.5	5.372	4.095
24.6	5.368	4.095
24.7	5.36	4.098
24.8	5.351	4.102
24.9	5.343	4.106
25	5.336	4.11
25.1	5.33	4.114
25.2	5.325	4.117
25.3	5.319	4.117
25.4	5.312	4.11
25.5	5.303	4.093
25.6	5.293	4.068
25.7	5.283	4.035
25.8	5.273	3.994
25.9	5.265	3.946
26	5.262	3.895
26.1	5.259	3.843
26.2	5.256	3.792
26.3	5.247	3.75
26.4	5.229	3.711
26.5	5.2	3.673
26.6	5.157	3.633
26.7	5.107	3.592
26.8	5.053	3.545
26.9	5.003	3.5
27	4.963	3.458
27.1	4.94	3.419
27.2	4.93	3.384
27.3	4.931	3.347
27.4	4.944	3.306
27.5	4.966	3.261
27.6	4.988	3.22
27.7	5.008	3.18
27.8	5.019	3.144
27.9	5.02	3.113
28	5.014	3.079
28.1	5	3.044
28.2	4.982	3.008
28.3	4.965	2.977
28.4	4.951	2.951
28.5	4.934	2.924
28.6	4.918	2.897
28.7	4.904	2.872
28.8	4.891	2.849
28.9	4.881	2.83
29	4.866	2.813
29.1	4.844	2.805
29.2	4.821	2.811
29.3	4.804	2.823
29.4	4.795	2.837
29.5	4.793	2.852
29.6	4.794	2.862
29.7	4.798	2.867
29.8	4.802	2.869
29.9	4.806	2.871
30	4.81	2.872
30.1	4.815	2.869
30.2	4.822	2.864
30.3	4.831	2.857
30.4	4.842	2.849
30.5	4.858	2.845
30.6	4.873	2.847
30.7	4.881	2.848
30.8	4.882	2.845
30.9	4.881	2.842
31	4.88	2.837
31.1	4.881	2.83
31.2	4.887	2.827
31.3	4.897	2.839
31.4	4.905	2.877
31.5	4.908	2.925
31.6	4.911	2.978
31.7	4.916	3.036
31.8	4.925	3.096
31.9	4.927	3.161
32	4.924	3.234
32.1	4.907	3.297
32.2	4.889	3.337
32.3	4.88	3.361
32.4	4.868	3.375
32.5	4.85	3.374
32.6	4.836	3.362
32.7	4.837	3.348
32.8	4.851	3.341
32.9	4.863	3.339
33	4.873	3.347
33.1	4.88	3.369
33.2	4.886	3.407
33.3	4.895	3.462
33.4	4.916	3.533
33.5	4.947	3.598
33.6	4.978	3.644
33.7	5.005	3.677
33.8	5.033	3.701
33.9	5.066	3.721
34	5.106	3.737
34.1	5.154	3.749
34.2	5.212	3.759
34.3	5.275	3.763
34.4	5.326	3.766
34.5	5.369	3.772
34.6	5.405	3.779
34.7	5.443	3.785
34.8	5.477	3.786
34.9	5.507	3.792
35	5.541	3.811
35.1	5.563	3.831
35.2	5.579	3.856
35.3	5.586	3.881
35.4	5.579	3.906
35.5	5.561	3.935
35.6	5.53	3.968
35.7	5.498	4.001
35.8	5.467	4.031
35.9	5.433	4.064
36	5.407	4.09
36.1	5.394	4.107
36.2	5.393	4.12
36.3	5.395	4.124
36.4	5.401	4.124
36.5	5.406	4.122
36.6	5.413	4.121
36.7	5.417	4.117
36.8	5.422	4.112
36.9	5.425	4.106
37	5.428	4.1
37.1	5.429	4.092
37.2	5.431	4.084
37.3	5.432	4.077
37.4	5.435	4.069
37.5	5.436	4.063
37.6	5.436	4.059
37.7	5.436	4.057
37.8	5.437	4.057
37.9	5.438	4.056
38	5.44	4.055
38.1	5.443	4.053
38.2	5.445	4.051
38.3	5.447	4.051
38.4	5.448	4.051
38.5	5.449	4.051
38.6	5.45	4.053
38.7	5.452	4.055
38.8	5.454	4.057
38.9	5.456	4.059
39	5.459	4.062
39.1	5.46	4.069
39.2	5.456	4.078
39.3	5.451	4.087
39.4	5.445	4.094
39.5	5.439	4.098
39.6	5.433	4.099
39.7	5.429	4.096
39.8	5.426	4.088
39.9	5.427	4.076
40	5.432	4.063
40.1	5.438	4.046
40.2	5.445	4.034
40.3	5.455	4.023
40.4	5.465	4.016
40.5	5.474	4.012
40.6	5.484	4.01
40.7	5.492	4.01
40.8	5.498	4.012
40.9	5.499	4.013
41	5.499	4.016
41.1	5.5	4.018
41.2	5.498	4.018
41.3	5.496	4.016
41.4	5.496	4.016
41.5	5.498	4.017
41.6	5.499	4.019
41.7	5.5	4.021
41.8	5.503	4.024
41.9	5.504	4.025
42	5.504	4.025
42.1	5.503	4.025
42.2	5.499	4.024
42.3	5.496	4.025
42.4	5.494	4.03
42.5	5.494	4.038
42.6	5.496	4.044
42.7	5.497	4.046
42.8	5.499	4.044
42.9	5.498	4.043
43	5.496	4.043
43.1	5.494	4.043
43.2	5.493	4.042
43.3	5.494	4.042
43.4	5.497	4.042
43.5	5.501	4.041
43.6	5.499	4.042
43.7	5.497	4.041
43.8	5.495	4.039
43.9	5.491	4.042
44	5.488	4.044
44.1	5.483	4.042
44.2	5.481	4.042
44.3	5.476	4.043
44.4	5.471	4.047
44.5	5.468	4.049
44.6	5.465	4.052
44.7	5.463	4.058
44.8	5.463	4.065
44.9	5.463	4.071
45	5.465	4.079
45.1	5.468	4.089
45.2	5.469	4.101
45.3	5.466	4.109
45.4	5.46	4.111
45.5	5.449	4.11
45.6	5.437	4.107
45.7	5.429	4.099
45.8	5.426	4.09
45.9	5.424	4.082
46	5.423	4.072
46.1	5.425	4.066
46.2	5.425	4.065
46.3	5.42	4.066
46.4	5.412	4.068
46.5	5.4	4.069
46.6	5.384	4.066
46.7	5.364	4.06
46.8	5.344	4.049
46.9	5.325	4.031
47	5.307	4.006
47.1	5.291	3.973
47.2	5.274	3.93
47.3	5.257	3.884
47.4	5.24	3.843
47.5	5.223	3.809
47.6	5.204	3.779
47.7	5.181	3.752
47.8	5.152	3.725
47.9	5.117	3.699
48	5.077	3.671
48.1	5.033	3.644
48.2	4.987	3.616
48.3	4.944	3.589
48.4	4.909	3.563
48.5	4.884	3.536
48.6	4.868	3.508
48.7	4.862	3.477
48.8	4.863	3.436
48.9	4.87	3.384
49	4.883	3.326
49.1	4.901	3.263
49.2	4.922	3.198
49.3	4.938	3.136
49.4	4.949	3.073
49.5	4.951	3.01
49.6	4.943	2.942
49.7	4.922	2.866
49.8	4.887	2.783
49.9	4.845	2.697
50	4.815	2.621
50.1	4.797	2.553
50.2	4.79	2.493
50.3	4.791	2.437
50.4	4.799	2.383
50.5	4.812	2.329
50.6	4.832	2.275
50.7	4.856	2.217
50.8	4.879	2.159
50.9	4.894	2.106
51	4.902	2.057
51.1	4.904	2.007
51.2	4.899	1.953
51.3	4.887	1.897
51.4	4.868	1.839
51.5	4.847	1.778
51.6	4.827	1.718
51.7	4.81	1.66
51.8	4.798	1.607
51.9	4.791	1.562
52	4.792	1.526
52.1	4.798	1.503
52.2	4.809	1.48
52.3	4.817	1.46
52.4	4.824	1.443
52.5	4.83	1.432
52.6	4.836	1.423
52.7	4.84	1.417
52.8	4.843	1.411
52.9	4.844	1.406
53	4.844	1.4
53.1	4.846	1.395
53.2	4.849	1.392
53.3	4.852	1.391
53.4	4.855	1.39
53.5	4.858	1.391
53.6	4.859	1.394
53.7	4.86	1.395
53.8	4.859	1.393
53.9	4.858	1.391
54	4.859	1.389
54.1	4.859	1.388
54.2	4.86	1.386
54.3	4.864	1.383
54.4	4.87	1.381
54.5	4.876	1.378
54.6	4.882	1.376
54.7	4.886	1.376
54.8	4.889	1.375
54.9	4.891	1.375
55	4.894	1.371
55.1	4.899	1.365
55.2	4.905	1.356
55.3	4.91	1.343
55.4	4.912	1.326
55.5	4.912	1.304
55.6	4.908	1.277
55.7	4.902	1.246
55.8	4.898	1.217
55.9	4.896	1.193
56	4.895	1.175
56.1	4.896	1.166
56.2	4.897	1.163
56.3	4.897	1.165
56.4	4.894	1.172
56.5	4.889	1.183
56.6	4.886	1.196
56.7	4.884	1.21
56.8	4.883	1.226
56.9	4.883	1.242
57	4.884	1.256
57.1	4.887	1.265
57.2	4.889	1.274
57.3	4.89	1.283
57.4	4.89	1.29
57.5	4.891	1.291
57.6	4.894	1.287
57.7	4.901	1.281
57.8	4.911	1.272
57.9	4.923	1.266
58	4.937	1.26
58.1	4.952	1.253
58.2	4.966	1.247
58.3	4.982	1.244
58.4	5	1.25
58.5	5.008	1.274
58.6	5.003	1.314
58.7	4.994	1.363
58.8	4.98	1.423
58.9	4.96	1.487
59	4.947	1.546
59.1	4.943	1.604
59.2	4.947	1.662
59.3	4.958	1.721
59.4	4.977	1.783
59.5	5.004	1.843
59.6	5.037	1.902
59.7	5.071	1.961
59.8	5.104	2.024
59.9	5.127	2.08
60	5.135	2.125
60.1	5.133	2.174
60.2	5.113	2.228
60.3	5.08	2.278
60.4	5.046	2.333
60.5	5.033	2.394
60.6	5.055	2.437
60.7	5.098	2.453
60.8	5.149	2.434
60.9	5.197	2.397
61	5.238	2.361
61.1	5.268	2.338
61.2	5.289	2.316
61.3	5.306	2.283
61.4	5.323	2.246
61.5	5.331	2.214
61.6	5.317	2.191
61.7	5.284	2.184
61.8	5.221	2.181
61.9	5.131	2.185
62	5.03	2.211
62.1	4.947	2.25
62.2	4.872	2.306
62.3	4.816	2.373
62.4	4.787	2.433
62.5	4.776	2.478
62.6	4.781	2.526
62.7	4.799	2.565
62.8	4.816	2.611
62.9	4.825	2.672
63	4.832	2.741
63.1	4.842	2.821
63.2	4.855	2.912
63.3	4.865	2.978
63.4	4.874	3.045
63.5	4.884	3.108
63.6	4.894	3.178
63.7	4.902	3.263
63.8	4.903	3.347
63.9	4.903	3.435
64	4.915	3.513
64.1	4.942	3.581
64.2	4.973	3.632
64.3	5.023	3.684
64.4	5.094	3.731
64.5	5.201	3.77
64.6	5.303	3.793
64.7	5.378	3.818
64.8	5.441	3.849
64.9	5.528	3.894
65	5.602	3.935
65.1	5.695	3.994
65.2	5.777	4.053
65.3	5.851	4.108
65.4	5.918	4.139
65.5	5.997	4.158
65.6	6.079	4.165
65.7	6.165	4.161
65.8	6.272	4.143
65.9	6.362	4.125
66	6.473	4.105
66.1	6.567	4.104
66.2	6.643	4.12
66.3	6.721	4.152
66.4	6.795	4.201
66.5	6.846	4.254
66.6	6.892	4.312
66.7	6.928	4.357
66.8	6.954	4.39
66.9	6.978	4.404
67	7.017	4.406
67.1	7.073	4.406
67.2	7.138	4.413
67.3	7.195	4.425
67.4	7.239	4.422
67.5	7.274	4.397
67.6	7.304	4.36
67.7	7.341	4.307
67.8	7.372	4.255
67.9	7.398	4.204
68	7.421	4.157
68.1	7.447	4.124
68.2	7.473	4.108
68.3	7.495	4.106
68.4	7.507	4.117
68.5	7.511	4.144
68.6	7.508	4.181
68.7	7.5	4.221
68.8	7.488	4.256
68.9	7.475	4.283
69	7.464	4.297
69.1	7.457	4.298
69.2	7.452	4.291
69.3	7.449	4.28
69.4	7.446	4.27
69.5	7.441	4.261
69.6	7.435	4.253
69.7	7.43	4.248
69.8	7.426	4.246
69.9	7.422	4.245
70	7.42	4.243
70.1	7.42	4.242
70.2	7.421	4.242
70.3	7.421	4.241
70.4	7.42	4.241
