Time	X	Z
0	6.799	2.11
0.1	6.799	2.11
0.2	6.799	2.111
0.3	6.799	2.111
0.4	6.799	2.11
0.5	6.799	2.111
0.6	6.799	2.11
0.7	6.799	2.111
0.8	6.799	2.11
0.9	6.799	2.111
1	6.799	2.111
1.1	6.799	2.111
1.2	6.799	2.111
1.3	6.799	2.111
1.4	6.799	2.111
1.5	6.799	2.11
1.6	6.799	2.11
1.7	6.799	2.111
1.8	6.799	2.111
1.9	6.799	2.111
2	6.799	2.111
2.1	6.799	2.111
2.2	6.799	2.111
2.3	6.799	2.111
2.4	6.799	2.111
2.5	6.799	2.111
2.6	6.799	2.11
2.7	6.799	2.111
2.8	6.799	2.111
2.9	6.799	2.111
3	6.799	2.111
3.1	6.799	2.111
3.2	6.799	2.111
3.3	6.799	2.111
3.4	6.799	2.11
3.5	6.799	2.11
3.6	6.799	2.11
3.7	6.799	2.111
3.8	6.799	2.11
3.9	6.799	2.11
4	6.799	2.11
4.1	6.799	2.11
4.2	6.799	2.11
4.3	6.799	2.11
4.4	6.799	2.11
4.5	6.799	2.11
4.6	6.799	2.111
4.7	6.799	2.111
4.8	6.799	2.111
4.9	6.799	2.11
5	6.799	2.11
5.1	6.799	2.111
5.2	6.799	2.111
5.3	6.799	2.111
5.4	6.799	2.111
5.5	6.799	2.111
5.6	6.799	2.11
5.7	6.799	2.11
5.8	6.799	2.11
5.9	6.799	2.11
6	6.799	2.111
6.1	6.799	2.111
6.2	6.799	2.111
6.3	6.799	2.11
6.4	6.799	2.11
6.5	6.799	2.11
6.6	6.799	2.11
6.7	6.799	2.11
6.8	6.799	2.111
6.9	6.799	2.11
7	6.799	2.111
7.1	6.799	2.111
7.2	6.799	2.111
7.3	6.799	2.11
7.4	6.799	2.111
7.5	6.799	2.11
7.6	6.799	2.111
7.7	6.799	2.111
7.8	6.799	2.111
7.9	6.799	2.111
8	6.799	2.111
8.1	6.799	2.111
8.2	6.799	2.111
8.3	6.799	2.11
8.4	6.799	2.111
8.5	6.799	2.111
8.6	6.799	2.111
8.7	6.799	2.111
8.8	6.799	2.111
8.9	6.799	2.11
9	6.799	2.11
9.1	6.799	2.111
9.2	6.799	2.111
9.3	6.799	2.11
9.4	6.799	2.11
9.5	6.799	2.11
9.6	6.799	2.11
9.7	6.799	2.11
9.8	6.799	2.11
9.9	6.799	2.11
10	6.799	2.11
10.1	6.799	2.11
10.2	6.799	2.11
10.3	6.799	2.11
10.4	6.799	2.11
10.5	6.799	2.11
10.6	6.799	2.11
10.7	6.799	2.11
10.8	6.799	2.11
10.9	6.799	2.11
11	6.799	2.11
11.1	6.799	2.11
11.2	6.799	2.11
11.3	6.799	2.11
11.4	6.799	2.11
11.5	6.799	2.11
11.6	6.799	2.11
11.7	6.799	2.11
11.8	6.799	2.11
11.9	6.799	2.11
12	6.799	2.11
12.1	6.799	2.11
12.2	6.799	2.11
12.3	6.799	2.11
12.4	6.799	2.11
12.5	6.799	2.11
12.6	6.799	2.11
12.7	6.799	2.11
12.8	6.799	2.11
12.9	6.799	2.111
13	6.799	2.11
13.1	6.799	2.11
13.2	6.799	2.11
13.3	6.799	2.11
