Time	Velocity
0	0
0.1	0.03
0.2	0.12
0.3	0.28
0.4	0.47
0.5	0.68
0.6	0.9
0.7	1.1
0.8	1.26
0.9	1.36
1	1.4
1.1	1.4
1.2	1.4
1.3	1.4
1.4	1.4
1.5	1.37
1.6	1.27
1.7	1.11
1.8	0.92
1.9	0.7
2	0.49
2.1	0.29
2.2	0.14
2.3	0.04
0	0
0.1	-0.1
0.2	-0.45
0.3	-0.86
0.4	-1.22
0.5	-1.39
0.6	-1.32
0.7	-1.04
0.8	-0.68
0	0
0.1	-0.15
0.2	-0.65
0.3	-1.18
0.4	-1.52
0.5	-1.58
0.6	-1.24
0.7	-0.77
0	0
0.1	-0.15
0.2	-0.59
0.3	-1.13
0.4	-1.54
0.5	-1.58
0.6	-1.24
0.7	-0.71
0	0
0.1	-0.18
0.2	-0.64
0.3	-1.12
0.4	-1.52
0.5	-1.58
0.6	-1.29
0.7	-0.77
0	0
0.1	-0.18
0.2	-0.76
0.3	-1.29
0.4	-1.66
0.5	-1.6
0.6	-1.21
0.7	-0.6
0	0
0.1	-0.17
0.2	-0.76
0.3	-1.35
0.4	-1.68
0.5	-1.61
0.6	-1.15
0.7	-0.54
0.8	-0.09
