Time	Velocity
0	0
0.1	0.03
0.2	0.13
0.3	0.29
0.4	0.48
0.5	0.7
0.6	0.91
0.7	1.09
0.8	1.27
0.9	1.37
1	1.4
1.1	1.4
1.2	1.4
1.3	1.4
1.4	1.38
1.5	1.29
1.6	1.15
1.7	0.96
1.8	0.75
1.9	0.53
2	0.33
2.1	0.16
2.2	0.05
0	0
0.1	-0.22
0.2	-0.82
0.3	-1.35
0.4	-1.34
0.5	-0.8
0	0
0.1	-0.22
0.2	-0.69
0.3	-1.06
0.4	-1.1
0.5	-1
0.6	-0.57
0	0
0.1	-0.13
0.2	-0.47
0.3	-0.77
0.4	-0.8
0.5	-0.8
0.6	-0.8
0.7	-0.67
0	0
0.1	-0.1
0.2	-0.32
0.3	-0.47
0.4	-0.5
0.5	-0.5
0.6	-0.5
0.7	-0.5
0.8	-0.5
0.9	-0.5
1	-0.48
1.1	-0.31
0	0
0.1	-0.08
0.2	-0.32
0.3	-0.48
0.4	-0.5
0.5	-0.5
0.6	-0.5
0.7	-0.5
0.8	-0.5
0.9	-0.5
1	-0.48
1.1	-0.31
0	0
0.1	-0.05
0.2	-0.19
0.3	-0.29
0.4	-0.3
0.5	-0.3
0.6	-0.3
0.7	-0.3
0.8	-0.3
0.9	-0.3
1	-0.3
1.1	-0.3
1.2	-0.3
1.3	-0.3
1.4	-0.3
1.5	-0.3
1.6	-0.3
1.7	-0.24
0	0
0.1	-0.1
0.2	-0.32
0.3	-0.48
0.4	-0.5
0.5	-0.5
0.6	-0.5
0.7	-0.5
0.8	-0.5
0.9	-0.5
1	-0.48
1.1	-0.33
