Time	Velocity
0	0
0.1	0.01
0.2	0.04
0.3	0.08
0.4	0.14
0.5	0.21
0.6	0.3
0.7	0.39
0.8	0.49
0.9	0.6
1	0.71
1.1	0.82
1.2	0.93
1.3	1.03
1.4	1.12
1.5	1.2
1.6	1.27
1.7	1.39
1.8	1.37
1.9	1.32
2	1.27
2.1	1.2
2.2	1.11
2.3	1.02
2.4	0.92
2.5	0.81
2.6	0.7
2.7	0.59
2.8	0.48
2.9	0.38
3	0.29
3.1	0.21
3.2	0.13
3.3	0.08
3.4	0.03
3.5	0.01
