Time	Velocity
0	0
0.1	0.01
0.2	0.04
0.3	0.08
0.4	0.14
0.5	0.21
0.6	0.3
0.7	0.39
0.8	0.49
0.9	0.6
1	0.71
1.1	0.82
1.2	0.93
1.3	1.03
1.4	1.12
1.5	1.2
1.6	1.27
1.7	1.4
1.8	1.39
1.9	1.36
2	1.31
2.1	1.25
2.2	1.18
2.3	1.09
2.4	1
2.5	0.89
2.6	0.79
2.7	0.68
2.8	0.57
2.9	0.46
3	0.36
3.1	0.27
3.2	0.19
3.3	0.12
3.4	0.07
3.5	0.03
