Time	Velocity
0	0
0.1	0.03
0.2	0.12
0.3	0.28
0.4	0.48
0.5	0.69
0.6	0.89
0.7	1.11
0.8	1.26
0.9	1.36
1	1.4
1.1	1.4
1.2	1.4
1.3	1.4
1.4	1.39
1.5	1.32
1.6	1.19
1.7	1.01
1.8	0.79
1.9	0.59
2	0.37
2.1	0.19
2.2	0.08
2.3	0.01
0	0
0.1	-0.12
0.2	-0.5
0.3	-1.04
0.4	-1.47
0.5	-1.69
0.6	-1.61
0.7	-1.26
0.8	-0.76
0	0
0.1	-0.15
0.2	-0.5
0.3	-1
0.4	-1.44
0.5	-1.69
0.6	-1.61
0.7	-1.3
0.8	-0.77
0	0
0.1	-0.12
0.2	-0.54
0.3	-1
0.4	-1.48
0.5	-1.68
0.6	-1.64
0.7	-1.27
0.8	-0.78
0	0
0.1	-0.12
0.2	-0.53
0.3	-1.04
0.4	-1.47
0.5	-1.69
0.6	-1.61
0.7	-1.26
0.8	-0.77
0	0
0.1	-0.12
0.2	-0.5
0.3	-1
0.4	-1.44
0.5	-1.68
0.6	-1.63
0.7	-1.31
0.8	-0.82
0	0
0.1	-0.24
0.2	-0.83
0.3	-1.38
0.4	-1.69
0.5	-1.5
0.6	-0.93
0	0
0.1	-0.24
0.2	-0.76
0.3	-1.39
0.4	-1.7
0.5	-1.46
0.6	-0.87
0	0
0.1	-0.23
0.2	-0.82
0.3	-1.42
0.4	-1.7
0.5	-1.5
0.6	-0.94
0.7	-0.32
0.8	-0.01
