Time	Velocity
0	0
0.1	0.03
0.2	0.13
0.3	0.28
0.4	0.47
0.5	0.69
0.6	0.91
0.7	1.11
0.8	1.26
0.9	1.36
1	1.4
1.1	1.4
1.2	1.4
1.3	1.4
1.4	1.39
1.5	1.33
1.6	1.22
1.7	1.04
1.8	0.83
1.9	0.61
2	0.4
2.1	0.22
2.2	0.08
2.3	0.01
0	0
0.1	-0.04
0.2	-0.21
0.3	-0.41
0.4	-0.71
0.5	-0.98
0.6	-1.2
0.7	-1.35
0.8	-1.4
0.9	-1.33
1	-1.17
1.1	-0.94
1.2	-0.67
1.3	-0.4
0	0
0.1	-0.04
0.2	-0.19
0.3	-0.41
0.4	-0.68
0.5	-0.98
0.6	-1.21
0.7	-1.35
0.8	-1.4
0.9	-1.33
1	-1.17
1.1	-0.93
1.2	-0.65
1.3	-0.39
0	0
0.1	-0.08
0.2	-0.3
0.3	-0.62
0.4	-0.98
0.5	-1.3
0.6	-1.53
0.7	-1.6
0.8	-1.51
0.9	-1.29
1	-0.96
1.1	-0.64
0	0
0.1	-0.08
0.2	-0.28
0.3	-0.63
0.4	-0.99
0.5	-1.31
0.6	-1.53
0.7	-1.6
0.8	-1.55
0.9	-1.36
1	-1.05
1.1	-0.69
0	0
0.1	-0.08
0.2	-0.3
0.3	-0.63
0.4	-0.99
0.5	-1.31
0.6	-1.53
0.7	-1.6
0.8	-1.56
0.9	-1.37
1	-1.06
1.1	-0.7
0	0
0.1	-0.08
0.2	-0.3
0.3	-0.63
0.4	-0.99
0.5	-1.31
0.6	-1.53
0.7	-1.6
0.8	-1.55
0.9	-1.38
1	-1.05
1.1	-0.69
1.2	-0.35
0	0
0.1	-0.07
0.2	-0.29
0.3	-0.62
0.4	-0.97
0.5	-1.29
0.6	-1.52
0.7	-1.6
0.8	-1.55
0.9	-1.35
1	-1.03
1.1	-0.66
1.2	-0.34
0	0
0.1	-0.06
0.2	-0.29
0.3	-0.59
0.4	-0.89
0.5	-1.2
0.6	-1.43
0.7	-1.5
0.8	-1.49
0.9	-1.37
1	-1.11
1.1	-0.79
1.2	-0.46
0	0
0.1	-0.08
0.2	-0.26
0.3	-0.56
0.4	-0.9
0.5	-1.21
0.6	-1.42
0.7	-1.5
0.8	-1.5
0.9	-1.39
1	-1.15
1.1	-0.83
1.2	-0.5
0	0
0.1	-0.06
0.2	-0.26
0.3	-0.56
0.4	-0.89
0.5	-1.2
0.6	-1.42
0.7	-1.5
0.8	-1.5
0.9	-1.39
1	-1.12
1.1	-0.8
1.2	-0.47
0	0
0.1	-0.06
0.2	-0.29
0.3	-0.56
0.4	-0.89
0.5	-1.2
0.6	-1.43
0.7	-1.5
0.8	-1.49
0.9	-1.37
1	-1.12
1.1	-0.79
1.2	-0.46
0	0
0.1	-0.08
0.2	-0.29
0.3	-0.56
0.4	-0.9
0.5	-1.2
0.6	-1.43
0.7	-1.5
0.8	-1.49
0.9	-1.37
1	-1.12
1.1	-0.79
1.2	-0.45
0	0
0.1	-0.06
0.2	-0.26
0.3	-0.56
0.4	-0.93
0.5	-1.2
0.6	-1.42
0.7	-1.5
0.8	-1.49
0.9	-1.37
1	-1.12
1.1	-0.83
1.2	-0.49
0	0
0.1	-0.07
0.2	-0.26
0.3	-0.56
0.4	-0.91
0.5	-1.21
0.6	-1.43
0.7	-1.5
0.8	-1.5
0.9	-1.39
1	-1.15
1.1	-0.83
1.2	-0.5
0	0
0.1	-0.08
0.2	-0.3
0.3	-0.61
0.4	-0.95
0.5	-1.25
0.6	-1.43
0.7	-1.5
0.8	-1.4
0.9	-1.17
1	-0.85
1.1	-0.51
0	0
0.1	-0.08
0.2	-0.3
0.3	-0.57
0.4	-0.94
0.5	-1.24
0.6	-1.44
0.7	-1.5
0.8	-1.4
0.9	-1.16
1	-0.84
1.1	-0.53
0	0
0.1	-0.08
0.2	-0.29
0.3	-0.6
0.4	-0.95
0.5	-1.25
0.6	-1.45
0.7	-1.5
0.8	-1.39
0.9	-1.14
1	-0.82
1.1	-0.49
0	0
0.1	-0.06
0.2	-0.27
0.3	-0.57
0.4	-0.95
0.5	-1.22
0.6	-1.45
0.7	-1.5
0.8	-1.4
0.9	-1.14
1	-0.82
1.1	-0.48
0	0
0.1	-0.08
0.2	-0.3
0.3	-0.57
0.4	-0.94
0.5	-1.24
0.6	-1.44
0.7	-1.5
0.8	-1.4
0.9	-1.17
1	-0.84
1.1	-0.5
1.2	-0.21
1.3	-0.04
