Time	X	Z
0	6.898	2.32
0.1	6.898	2.32
0.2	6.898	2.32
0.3	6.898	2.32
0.4	6.898	2.32
0.5	6.898	2.32
0.6	6.898	2.32
0.7	6.898	2.32
0.8	6.898	2.32
0.9	6.898	2.32
1	6.898	2.32
1.1	6.898	2.32
1.2	6.898	2.32
1.3	6.898	2.32
1.4	6.898	2.32
1.5	6.898	2.32
1.6	6.898	2.32
1.7	6.898	2.321
1.8	6.898	2.32
1.9	6.898	2.32
2	6.898	2.321
2.1	6.898	2.32
2.2	6.898	2.32
2.3	6.898	2.32
2.4	6.898	2.32
2.5	6.898	2.32
2.6	6.898	2.32
2.7	6.898	2.32
2.8	6.898	2.32
2.9	6.898	2.32
3	6.898	2.32
3.1	6.898	2.321
3.2	6.898	2.32
3.3	6.898	2.32
3.4	6.898	2.32
3.5	6.898	2.321
3.6	6.898	2.32
3.7	6.898	2.32
3.8	6.898	2.32
3.9	6.898	2.32
4	6.898	2.32
4.1	6.898	2.32
4.2	6.898	2.32
4.3	6.898	2.32
4.4	6.898	2.32
4.5	6.898	2.32
4.6	6.898	2.32
4.7	6.898	2.321
4.8	6.898	2.32
4.9	6.898	2.32
5	6.898	2.32
5.1	6.898	2.32
5.2	6.898	2.321
5.3	6.898	2.32
5.4	6.898	2.32
5.5	6.898	2.32
5.6	6.898	2.321
5.7	6.898	2.32
5.8	6.898	2.32
5.9	6.898	2.32
6	6.898	2.32
6.1	6.898	2.32
6.2	6.898	2.321
6.3	6.898	2.321
6.4	6.898	2.32
6.5	6.898	2.32
6.6	6.898	2.32
6.7	6.898	2.32
6.8	6.898	2.32
6.9	6.898	2.32
7	6.898	2.32
7.1	6.897	2.32
7.2	6.898	2.32
7.3	6.897	2.32
7.4	6.897	2.32
7.5	6.897	2.32
7.6	6.898	2.32
7.7	6.898	2.32
7.8	6.898	2.32
7.9	6.898	2.32
8	6.897	2.32
8.1	6.898	2.32
8.2	6.898	2.32
8.3	6.898	2.32
8.4	6.897	2.32
8.5	6.898	2.32
8.6	6.898	2.32
8.7	6.898	2.32
8.8	6.898	2.32
8.9	6.898	2.32
9	6.897	2.32
9.1	6.898	2.32
9.2	6.898	2.32
9.3	6.898	2.32
9.4	6.898	2.321
9.5	6.898	2.32
9.6	6.898	2.32
9.7	6.897	2.32
9.8	6.898	2.32
9.9	6.898	2.32
10	6.898	2.32
10.1	6.898	2.32
10.2	6.898	2.321
10.3	6.898	2.32
10.4	6.898	2.32
10.5	6.898	2.32
10.6	6.898	2.32
10.7	6.898	2.32
10.8	6.897	2.32
10.9	6.897	2.32
11	6.897	2.32
11.1	6.897	2.32
11.2	6.897	2.32
11.3	6.897	2.32
11.4	6.897	2.32
11.5	6.898	2.32
11.6	6.897	2.32
11.7	6.898	2.321
11.8	6.898	2.32
11.9	6.897	2.32
12	6.897	2.321
12.1	6.897	2.321
12.2	6.897	2.32
12.3	6.897	2.32
12.4	6.897	2.32
12.5	6.897	2.32
12.6	6.897	2.32
12.7	6.897	2.32
12.8	6.897	2.32
12.9	6.897	2.32
13	6.897	2.32
13.1	6.897	2.32
13.2	6.898	2.32
13.3	6.897	2.32
13.4	6.898	2.32
13.5	6.897	2.32
13.6	6.897	2.32
13.7	6.897	2.32
13.8	6.897	2.32
13.9	6.897	2.32
14	6.897	2.32
14.1	6.897	2.32
14.2	6.897	2.32
14.3	6.897	2.32
14.4	6.897	2.321
14.5	6.897	2.321
14.6	6.898	2.32
14.7	6.898	2.32
14.8	6.898	2.32
14.9	6.897	2.32
15	6.897	2.32
15.1	6.898	2.32
15.2	6.898	2.32
15.3	6.897	2.32
15.4	6.898	2.32
15.5	6.897	2.32
15.6	6.897	2.32
15.7	6.897	2.32
15.8	6.897	2.32
15.9	6.897	2.32
16	6.897	2.32
16.1	6.897	2.32
16.2	6.897	2.32
16.3	6.897	2.32
16.4	6.897	2.32
16.5	6.898	2.321
16.6	6.898	2.32
16.7	6.897	2.321
16.8	6.897	2.32
16.9	6.897	2.32
17	6.897	2.32
17.1	6.898	2.32
17.2	6.898	2.32
17.3	6.897	2.32
17.4	6.897	2.32
17.5	6.897	2.321
17.6	6.898	2.32
17.7	6.898	2.321
17.8	6.898	2.321
17.9	6.898	2.32
18	6.898	2.32
18.1	6.898	2.321
18.2	6.898	2.321
18.3	6.897	2.32
18.4	6.897	2.32
18.5	6.898	2.32
18.6	6.897	2.32
18.7	6.898	2.32
18.8	6.898	2.32
18.9	6.898	2.32
19	6.898	2.32
19.1	6.898	2.32
19.2	6.898	2.32
19.3	6.898	2.32
19.4	6.898	2.32
19.5	6.898	2.32
19.6	6.898	2.32
19.7	6.898	2.32
19.8	6.898	2.32
19.9	6.897	2.32
20	6.898	2.32
20.1	6.898	2.32
20.2	6.898	2.32
20.3	6.897	2.32
20.4	6.898	2.32
20.5	6.897	2.32
20.6	6.898	2.32
20.7	6.897	2.32
20.8	6.898	2.32
20.9	6.898	2.32
21	6.898	2.32
21.1	6.897	2.32
21.2	6.897	2.32
21.3	6.897	2.32
21.4	6.897	2.32
21.5	6.897	2.32
21.6	6.898	2.32
21.7	6.898	2.321
21.8	6.898	2.32
21.9	6.897	2.32
22	6.898	2.32
22.1	6.898	2.321
22.2	6.897	2.32
22.3	6.897	2.32
22.4	6.897	2.32
22.5	6.898	2.32
22.6	6.898	2.32
22.7	6.898	2.32
22.8	6.898	2.32
22.9	6.898	2.32
23	6.897	2.32
23.1	6.897	2.32
23.2	6.897	2.32
23.3	6.897	2.32
23.4	6.898	2.32
23.5	6.898	2.32
23.6	6.897	2.32
23.7	6.897	2.32
23.8	6.897	2.32
23.9	6.898	2.32
24	6.898	2.32
24.1	6.898	2.32
24.2	6.898	2.32
24.3	6.898	2.32
24.4	6.898	2.32
24.5	6.898	2.32
24.6	6.898	2.32
24.7	6.898	2.32
24.8	6.898	2.32
24.9	6.898	2.32
25	6.898	2.32
25.1	6.898	2.32
25.2	6.898	2.32
25.3	6.897	2.32
25.4	6.897	2.32
25.5	6.897	2.32
25.6	6.898	2.32
25.7	6.898	2.32
25.8	6.898	2.32
25.9	6.897	2.32
26	6.897	2.32
26.1	6.897	2.32
26.2	6.897	2.32
26.3	6.897	2.32
26.4	6.897	2.32
26.5	6.898	2.321
26.6	6.898	2.32
26.7	6.898	2.32
26.8	6.897	2.32
26.9	6.897	2.32
27	6.898	2.32
27.1	6.898	2.32
27.2	6.898	2.32
27.3	6.898	2.32
27.4	6.898	2.32
27.5	6.898	2.32
27.6	6.898	2.32
27.7	6.898	2.32
27.8	6.898	2.32
27.9	6.898	2.32
28	6.898	2.32
28.1	6.898	2.32
28.2	6.898	2.32
28.3	6.898	2.32
28.4	6.898	2.32
28.5	6.898	2.32
28.6	6.898	2.32
28.7	6.898	2.321
28.8	6.898	2.32
28.9	6.898	2.32
29	6.898	2.32
29.1	6.898	2.32
29.2	6.898	2.32
29.3	6.898	2.32
29.4	6.898	2.32
29.5	6.898	2.32
29.6	6.898	2.32
29.7	6.898	2.32
29.8	6.898	2.32
29.9	6.898	2.32
30	6.898	2.32
30.1	6.897	2.32
30.2	6.898	2.32
30.3	6.897	2.32
30.4	6.898	2.32
30.5	6.898	2.32
30.6	6.898	2.32
30.7	6.897	2.32
30.8	6.898	2.32
30.9	6.898	2.32
31	6.897	2.32
31.1	6.897	2.32
31.2	6.897	2.32
31.3	6.898	2.321
31.4	6.897	2.32
31.5	6.897	2.321
31.6	6.898	2.32
31.7	6.897	2.32
31.8	6.898	2.32
31.9	6.897	2.32
32	6.897	2.32
32.1	6.897	2.32
32.2	6.897	2.32
32.3	6.897	2.32
32.4	6.897	2.32
32.5	6.897	2.32
32.6	6.897	2.32
32.7	6.897	2.32
32.8	6.897	2.32
32.9	6.897	2.32
33	6.897	2.32
33.1	6.897	2.32
33.2	6.897	2.32
33.3	6.897	2.32
33.4	6.897	2.32
33.5	6.897	2.32
33.6	6.897	2.32
33.7	6.897	2.32
33.8	6.897	2.32
33.9	6.897	2.32
