Time	X	Z
0	7.699	2.372
0.1	7.699	2.372
0.2	7.699	2.372
0.3	7.699	2.372
0.4	7.699	2.372
0.5	7.699	2.372
0.6	7.699	2.372
0.7	7.699	2.372
0.8	7.699	2.372
0.9	7.699	2.372
1	7.699	2.372
1.1	7.699	2.372
1.2	7.699	2.372
1.3	7.699	2.373
1.4	7.699	2.372
1.5	7.699	2.372
1.6	7.699	2.372
1.7	7.699	2.372
1.8	7.699	2.372
1.9	7.699	2.372
2	7.699	2.372
2.1	7.699	2.372
2.2	7.699	2.372
2.3	7.699	2.372
2.4	7.699	2.372
2.5	7.699	2.372
2.6	7.699	2.372
2.7	7.699	2.372
2.8	7.699	2.372
2.9	7.699	2.372
3	7.699	2.372
3.1	7.699	2.372
3.2	7.699	2.372
3.3	7.699	2.372
3.4	7.699	2.372
3.5	7.699	2.372
3.6	7.699	2.372
3.7	7.699	2.372
3.8	7.699	2.372
3.9	7.699	2.372
4	7.699	2.372
4.1	7.699	2.372
4.2	7.699	2.372
4.3	7.699	2.372
4.4	7.699	2.372
4.5	7.699	2.372
4.6	7.699	2.372
4.7	7.699	2.372
4.8	7.699	2.372
4.9	7.699	2.372
5	7.699	2.372
5.1	7.699	2.372
5.2	7.699	2.372
5.3	7.699	2.372
5.4	7.699	2.372
5.5	7.699	2.372
5.6	7.699	2.372
5.7	7.699	2.372
5.8	7.699	2.372
5.9	7.699	2.372
6	7.699	2.372
6.1	7.699	2.372
6.2	7.699	2.372
6.3	7.699	2.372
6.4	7.699	2.372
6.5	7.699	2.372
6.6	7.698	2.373
6.7	7.698	2.373
6.8	7.694	2.369
6.9	7.693	2.369
7	7.688	2.363
7.1	7.681	2.359
7.2	7.674	2.355
7.3	7.671	2.359
7.4	7.674	2.369
7.5	7.675	2.377
7.6	7.698	2.407
7.7	7.752	2.469
7.8	7.823	2.537
7.9	7.883	2.598
8	7.922	2.647
8.1	7.944	2.682
8.2	7.96	2.711
8.3	7.971	2.733
8.4	7.985	2.745
8.5	8.01	2.744
8.6	8.04	2.725
8.7	8.07	2.694
8.8	8.105	2.666
8.9	8.15	2.649
9	8.201	2.641
9.1	8.247	2.637
9.2	8.286	2.646
9.3	8.314	2.65
9.4	8.332	2.651
9.5	8.348	2.651
9.6	8.366	2.645
9.7	8.371	2.64
9.8	8.376	2.634
9.9	8.383	2.632
10	8.387	2.632
10.1	8.39	2.632
10.2	8.371	2.629
