Time	Velocity
0	0
0.1	0.03
0.2	0.13
0.3	0.29
0.4	0.48
0.5	0.7
0.6	0.91
0.7	1.11
0.8	1.26
0.9	1.36
1	1.4
1.1	1.4
1.2	1.4
1.3	1.4
1.4	1.4
1.5	1.38
1.6	1.29
1.7	1.15
1.8	0.96
1.9	0.75
2	0.53
2.1	0.33
2.2	0.16
2.3	0.05
0	0
0.1	-0.05
0.2	-0.22
0.3	-0.5
0.4	-0.8
0.5	-1.08
0.6	-1.29
0.7	-1.39
0.8	-1.38
0.9	-1.23
1	-0.99
1.1	-0.7
1.2	-0.41
0	0
0.1	-0.05
0.2	-0.24
0.3	-0.5
0.4	-0.8
0.5	-1.05
0.6	-1.29
0.7	-1.39
0.8	-1.37
0.9	-1.23
1	-0.99
1.1	-0.7
1.2	-0.41
0	0
0.1	-0.05
0.2	-0.22
0.3	-0.47
0.4	-0.77
0.5	-1.05
0.6	-1.27
0.7	-1.39
0.8	-1.37
0.9	-1.23
1	-0.99
1.1	-0.7
1.2	-0.41
0	0
0.1	-0.06
0.2	-0.22
0.3	-0.47
0	0
0.1	-0.09
0.2	-0.4
0.3	-0.79
0.4	-1.11
0.5	-1.35
0.6	-1.38
0.7	-1.21
0.8	-0.83
0.9	-0.44
0	0
0.1	-0.11
0.2	-0.4
0.3	-0.74
0.4	-1.15
0.5	-1.37
0.6	-1.38
0.7	-1.18
0.8	-0.83
0	0
0.1	-0.09
0.2	-0.4
0.3	-0.75
0.4	-1.15
0.5	-1.35
0.6	-1.4
0.7	-1.4
0.8	-1.33
0.9	-1.04
1	-0.66
0	0
0.1	-0.11
0.2	-0.4
0.3	-0.79
0.4	-1.15
0.5	-1.37
0.6	-1.4
0.7	-1.4
0.8	-1.32
0.9	-1.04
1	-0.66
1.1	-0.29
1.2	-0.05
