Time	X	Z
0	7.333	3.897
0.1	7.334	3.897
0.2	7.095	3.909
0.3	7.088	3.902
0.4	7.087	3.907
0.5	7.094	3.927
0.6	7.098	3.926
0.7	7.103	3.925
0.8	7.107	3.922
0.9	7.11	3.92
1	7.111	3.92
1.1	7.113	3.922
1.2	7.114	3.921
1.3	7.114	3.918
1.4	7.114	3.914
1.5	7.112	3.91
1.6	7.109	3.908
1.7	7.103	3.906
1.8	7.099	3.903
1.9	7.097	3.902
2	7.094	3.901
2.1	7.093	3.902
2.2	7.093	3.904
2.3	7.093	3.907
2.4	7.094	3.91
2.5	7.095	3.911
2.6	7.097	3.912
2.7	7.098	3.912
2.8	7.101	3.911
2.9	7.102	3.912
3	7.103	3.912
3.1	7.105	3.91
3.2	7.106	3.91
3.3	7.107	3.907
3.4	7.108	3.908
3.5	7.108	3.91
3.6	7.109	3.908
3.7	7.11	3.906
3.8	7.111	3.905
3.9	7.111	3.902
4	7.11	3.903
4.1	7.109	3.904
4.2	7.108	3.906
4.3	7.108	3.908
4.4	7.108	3.91
4.5	7.108	3.909
4.6	7.108	3.908
4.7	7.11	3.91
4.8	7.114	3.911
4.9	7.121	3.912
5	7.13	3.912
5.1	7.137	3.913
5.2	7.144	3.913
5.3	7.152	3.911
5.4	7.152	3.91
5.5	7.147	3.909
5.6	7.144	3.911
5.7	7.139	3.912
5.8	7.136	3.916
5.9	7.13	3.922
6	7.122	3.929
6.1	7.109	3.932
6.2	7.102	3.928
6.3	7.101	3.905
6.4	7.113	3.874
6.5	7.138	3.851
6.6	7.172	3.849
6.7	7.2	3.862
6.8	7.217	3.879
6.9	7.231	3.892
7	7.245	3.899
7.1	7.257	3.903
7.2	7.272	3.905
7.3	7.299	3.913
7.4	7.319	3.923
7.5	7.332	3.931
7.6	7.336	3.935
7.7	7.333	3.933
7.8	7.329	3.927
7.9	7.324	3.918
8	7.319	3.911
8.1	7.316	3.908
8.2	7.317	3.91
8.3	7.318	3.911
8.4	7.319	3.906
8.5	7.309	3.885
8.6	7.285	3.867
8.7	7.251	3.856
8.8	7.217	3.857
8.9	7.178	3.87
9	7.147	3.89
9.1	7.122	3.917
9.2	7.112	3.935
9.3	7.113	3.943
9.4	7.116	3.947
9.5	7.118	3.943
9.6	7.118	3.932
9.7	7.119	3.92
9.8	7.119	3.907
9.9	7.122	3.9
10	7.126	3.895
10.1	7.13	3.892
10.2	7.137	3.891
10.3	7.154	3.903
10.4	7.175	3.92
10.5	7.188	3.94
10.6	7.202	3.972
10.7	7.21	4.004
10.8	7.213	4.034
10.9	7.212	4.06
11	7.206	4.077
11.1	7.197	4.084
11.2	7.19	4.083
11.3	7.188	4.077
11.4	7.186	4.064
11.5	7.184	4.056
11.6	7.186	4.047
