Time	X	Z
0	7.61	2.313
0.1	7.61	2.313
0.2	7.61	2.313
0.3	7.61	2.313
0.4	7.61	2.313
0.5	7.61	2.313
0.6	7.61	2.313
0.7	7.61	2.313
0.8	7.61	2.313
0.9	7.61	2.313
1	7.61	2.313
1.1	7.61	2.313
1.2	7.61	2.313
1.3	7.61	2.313
1.4	7.61	2.313
1.5	7.61	2.313
1.6	7.61	2.313
1.7	7.61	2.313
1.8	7.61	2.313
1.9	7.61	2.313
2	7.61	2.313
2.1	7.61	2.313
2.2	7.61	2.313
2.3	7.61	2.313
2.4	7.61	2.313
2.5	7.61	2.313
2.6	7.61	2.313
2.7	7.61	2.313
2.8	7.61	2.313
2.9	7.61	2.313
3	7.61	2.313
3.1	7.61	2.313
3.2	7.61	2.313
3.3	7.61	2.313
3.4	7.61	2.313
3.5	7.61	2.313
3.6	7.61	2.313
3.7	7.61	2.313
3.8	7.61	2.313
3.9	7.61	2.313
4	7.61	2.313
4.1	7.61	2.313
4.2	7.61	2.313
4.3	7.61	2.313
4.4	7.61	2.313
4.5	7.61	2.313
4.6	7.61	2.313
4.7	7.61	2.313
4.8	7.61	2.313
4.9	7.61	2.313
5	7.61	2.313
5.1	7.61	2.313
5.2	7.61	2.313
5.3	7.61	2.313
5.4	7.61	2.313
5.5	7.61	2.313
5.6	7.61	2.313
5.7	7.61	2.313
5.8	7.61	2.313
5.9	7.61	2.313
6	7.61	2.313
6.1	7.61	2.313
6.2	7.61	2.313
6.3	7.61	2.313
6.4	7.61	2.313
6.5	7.61	2.313
6.6	7.61	2.313
6.7	7.61	2.313
6.8	7.61	2.313
6.9	7.61	2.313
7	7.61	2.313
7.1	7.61	2.313
7.2	7.61	2.313
7.3	7.61	2.313
7.4	7.61	2.313
7.5	7.61	2.313
7.6	7.61	2.313
7.7	7.61	2.313
7.8	7.61	2.313
7.9	7.61	2.313
8	7.61	2.313
8.1	7.61	2.313
8.2	7.61	2.313
8.3	7.61	2.313
8.4	7.61	2.313
8.5	7.61	2.313
8.6	7.61	2.313
8.7	7.61	2.313
8.8	7.61	2.313
8.9	7.61	2.313
9	7.61	2.313
9.1	7.61	2.313
9.2	7.61	2.313
9.3	7.61	2.313
9.4	7.61	2.313
9.5	7.61	2.313
9.6	7.61	2.313
9.7	7.61	2.313
9.8	7.61	2.313
9.9	7.61	2.312
10	7.61	2.313
10.1	7.61	2.313
10.2	7.61	2.313
10.3	7.61	2.313
10.4	7.61	2.313
10.5	7.61	2.313
10.6	7.61	2.313
10.7	7.61	2.313
10.8	7.61	2.313
10.9	7.61	2.313
11	7.61	2.313
11.1	7.61	2.313
11.2	7.61	2.313
11.3	7.61	2.313
11.4	7.61	2.313
11.5	7.61	2.313
11.6	7.61	2.313
11.7	7.61	2.313
11.8	7.61	2.313
11.9	7.611	2.313
12	7.611	2.313
12.1	7.611	2.313
12.2	7.611	2.313
12.3	7.611	2.313
12.4	7.612	2.313
12.5	7.612	2.313
12.6	7.612	2.313
12.7	7.612	2.313
12.8	7.61	2.313
12.9	7.61	2.313
13	7.61	2.313
13.1	7.61	2.313
13.2	7.61	2.313
13.3	7.61	2.313
13.4	7.61	2.313
13.5	7.61	2.313
13.6	7.61	2.313
13.7	7.61	2.313
13.8	7.61	2.313
13.9	7.61	2.313
14	7.61	2.313
14.1	7.61	2.313
14.2	7.61	2.313
14.3	7.61	2.313
14.4	7.61	2.313
14.5	7.61	2.313
14.6	7.61	2.313
14.7	7.61	2.313
14.8	7.61	2.313
14.9	7.61	2.313
15	7.61	2.313
15.1	7.61	2.313
15.2	7.61	2.313
15.3	7.61	2.313
15.4	7.61	2.313
15.5	7.61	2.313
15.6	7.61	2.313
15.7	7.61	2.313
15.8	7.61	2.313
15.9	7.61	2.313
16	7.61	2.313
16.1	7.61	2.313
16.2	7.61	2.313
16.3	7.61	2.313
16.4	7.61	2.313
16.5	7.61	2.313
16.6	7.61	2.313
16.7	7.61	2.313
16.8	7.61	2.313
16.9	7.61	2.313
17	7.61	2.314
17.1	7.61	2.313
17.2	7.61	2.313
17.3	7.61	2.313
17.4	7.61	2.313
17.5	7.61	2.313
