Time	X	Z
0	7.715	2.035
0.1	7.715	2.035
0.2	7.715	2.036
0.3	7.715	2.036
0.4	7.716	2.037
0.5	7.715	2.036
0.6	7.716	2.036
0.7	7.715	2.036
0.8	7.715	2.036
0.9	7.715	2.036
1	7.715	2.036
1.1	7.715	2.035
1.2	7.715	2.036
1.3	7.715	2.035
1.4	7.715	2.036
1.5	7.715	2.036
1.6	7.715	2.036
1.7	7.715	2.036
1.8	7.716	2.037
1.9	7.716	2.037
2	7.716	2.036
2.1	7.716	2.037
2.2	7.716	2.037
2.3	7.715	2.036
2.4	7.715	2.036
2.5	7.715	2.036
2.6	7.715	2.036
2.7	7.715	2.037
2.8	7.715	2.036
2.9	7.715	2.035
3	7.715	2.035
3.1	7.715	2.035
3.2	7.715	2.035
3.3	7.715	2.035
3.4	7.715	2.036
3.5	7.715	2.036
3.6	7.715	2.035
3.7	7.715	2.036
3.8	7.715	2.036
3.9	7.715	2.036
4	7.715	2.036
4.1	7.716	2.036
4.2	7.716	2.036
4.3	7.716	2.036
4.4	7.716	2.036
4.5	7.716	2.036
4.6	7.716	2.036
4.7	7.716	2.036
4.8	7.715	2.034
4.9	7.715	2.034
5	7.715	2.034
5.1	7.715	2.033
5.2	7.715	2.034
5.3	7.715	2.034
5.4	7.715	2.034
5.5	7.715	2.034
5.6	7.715	2.034
5.7	7.715	2.033
5.8	7.714	2.035
5.9	7.711	2.036
6	7.709	2.039
6.1	7.7	2.034
6.2	7.692	2.026
6.3	7.681	2.033
6.4	7.663	2.046
6.5	7.649	2.06
6.6	7.625	2.08
6.7	7.583	2.098
6.8	7.528	2.109
6.9	7.473	2.109
7	7.428	2.11
7.1	7.392	2.122
7.2	7.363	2.15
7.3	7.339	2.212
7.4	7.327	2.262
7.5	7.321	2.305
7.6	7.312	2.332
7.7	7.308	2.352
7.8	7.3	2.372
7.9	7.282	2.394
8	7.266	2.421
8.1	7.26	2.454
8.2	7.263	2.487
8.3	7.271	2.518
8.4	7.288	2.538
8.5	7.305	2.556
8.6	7.321	2.573
8.7	7.338	2.57
8.8	7.353	2.547
8.9	7.363	2.525
9	7.364	2.518
9.1	7.359	2.533
9.2	7.34	2.563
9.3	7.306	2.6
9.4	7.251	2.649
9.5	7.189	2.728
9.6	7.148	2.843
9.7	7.129	2.951
9.8	7.12	3.015
9.9	7.097	3.043
10	7.057	3.056
10.1	7.014	3.077
10.2	6.975	3.107
10.3	6.936	3.142
10.4	6.895	3.197
10.5	6.865	3.284
10.6	6.857	3.368
10.7	6.969	3.798
10.8	6.998	3.87
10.9	7.008	3.934
11	7.003	3.995
11.1	6.996	4.045
11.2	6.993	4.088
11.3	6.999	4.131
11.4	7.011	4.178
11.5	7.027	4.22
11.6	7.052	4.257
11.7	7.076	4.28
11.8	7.105	4.303
11.9	7.128	4.331
12	7.141	4.361
12.1	7.148	4.387
12.2	7.163	4.41
12.3	7.181	4.428
12.4	7.197	4.451
12.5	7.205	4.479
