Time	Velocity
0	0
0.1	0.03
0.2	0.13
0.3	0.29
0.4	0.48
0.5	0.7
0.6	0.92
0.7	1.11
0.8	1.27
0.9	1.37
1	1.4
1.1	1.4
1.2	1.4
1.3	1.4
1.4	1.39
1.5	1.33
1.6	1.2
1.7	1.03
1.8	0.82
1.9	0.6
2	0.39
2.1	0.22
2.2	0.08
2.3	0.01
0	0
0.1	-0.07
0.2	-0.25
0.3	-0.53
0.4	-0.88
0.5	-1.16
0.6	-1.34
0.7	-1.4
0.8	-1.31
0.9	-1.1
1	-0.8
1.1	-0.49
0	0
0.1	-0.07
0.2	-0.27
0.3	-0.55
0.4	-0.87
0.5	-1.15
0.6	-1.34
0.7	-1.4
0.8	-1.31
0.9	-1.1
1	-0.81
1.1	-0.49
0	0
0.1	-0.06
0.2	-0.24
0.3	-0.53
0.4	-0.84
0.5	-1.13
0.6	-1.34
0.7	-1.4
0.8	-1.31
0.9	-1.1
1	-0.8
1.1	-0.49
0	0
0.1	-0.06
0.2	-0.25
0.3	-0.53
0.4	-0.84
0.5	-1.13
0.6	-1.33
0.7	-1.4
0.8	-1.31
0.9	-1.13
1	-0.84
1.1	-0.49
0	0
0.1	-0.16
0.2	-0.58
0.3	-1.01
0.4	-1.34
0.5	-1.35
0.6	-1.03
0.7	-0.55
0	0
0.1	-0.13
0.2	-0.58
0.3	-1.05
0.4	-1.36
0.5	-1.35
0.6	-1.02
0.7	-0.55
0	0
0.1	-0.16
0.2	-0.58
0.3	-1.05
0.4	-1.36
0.5	-1.35
0.6	-1.03
0.7	-0.55
0	0
0.1	-0.16
0.2	-0.58
0.3	-1.05
0.4	-1.36
0.5	-1.35
0.6	-1.02
0	0
0.1	-0.13
0.2	-0.53
0.3	-1.01
0.4	-1.36
0.5	-1.4
0.6	-1.33
0.7	-1.02
0.8	-0.5
0	0
0.1	-0.13
0.2	-0.57
0.3	-1.05
0.4	-1.36
0.5	-1.4
0.6	-1.33
0.7	-0.98
0.8	-0.5
0	0
0.1	-0.13
0.2	-0.58
0.3	-1.01
0.4	-1.36
0.5	-1.4
0.6	-1.33
0.7	-0.98
0.8	-0.5
0	0
0.1	-0.13
0.2	-0.53
0.3	-1.05
0.4	-1.36
0.5	-1.4
0.6	-1.32
0.7	-0.97
0.8	-0.49
0	0
0.1	-0.18
0.2	-0.62
0.3	-1.13
0.4	-1.43
0.5	-1.5
0.6	-1.32
0.7	-0.88
0	0
0.1	-0.14
0.2	-0.57
0.3	-1.08
0.4	-1.44
0.5	-1.5
0.6	-1.36
0.7	-0.94
0	0
0.1	-0.18
0.2	-0.57
0.3	-1.08
0.4	-1.45
0.5	-1.5
0.6	-1.32
0.7	-0.88
0	0
0.1	-0.19
0.2	-0.6
0.3	-1.15
0.4	-1.53
0.5	-1.58
0.6	-1.28
0.7	-0.82
0	0
0.1	-0.19
0.2	-0.6
0.3	-1.2
0.4	-1.55
0.5	-1.58
0.6	-1.28
0.7	-0.75
0	0
0.1	-0.17
0.2	-0.74
0.3	-1.32
0.4	-1.67
0.5	-1.61
0.6	-1.16
0.7	-0.57
0	0
0.1	-0.21
0.2	-0.74
0.3	-1.26
0.4	-1.67
0.5	-1.6
0.6	-1.16
0.7	-0.56
0	0
0.1	-0.17
0.2	-0.74
0.3	-1.26
0.4	-1.67
0.5	-1.63
0.6	-1.22
0.7	-0.63
0	0
0.1	-0.21
0.2	-0.67
0.3	-1.26
0.4	-1.67
0.5	-1.63
0.6	-1.16
0.7	-0.56
0	0
0.1	-0.17
0.2	-0.67
0.3	-1.32
0.4	-1.67
0.5	-1.61
0.6	-1.16
0.7	-0.56
0	0
0.1	-0.13
0.2	-0.47
