Time	X	Z
0	7.665	2.087
0.1	7.665	2.087
0.2	7.665	2.087
0.3	7.665	2.087
0.4	7.665	2.087
0.5	7.665	2.087
0.6	7.665	2.087
0.7	7.665	2.087
0.8	7.665	2.087
0.9	7.665	2.087
1	7.665	2.087
1.1	7.665	2.087
1.2	7.665	2.087
1.3	7.665	2.087
1.4	7.665	2.087
1.5	7.665	2.087
1.6	7.665	2.087
1.7	7.665	2.087
1.8	7.665	2.087
1.9	7.665	2.087
2	7.665	2.087
2.1	7.665	2.087
2.2	7.665	2.087
2.3	7.665	2.087
2.4	7.665	2.087
2.5	7.665	2.087
2.6	7.665	2.087
2.7	7.665	2.087
2.8	7.665	2.087
2.9	7.665	2.087
3	7.665	2.087
3.1	7.665	2.087
3.2	7.665	2.087
3.3	7.665	2.087
3.4	7.665	2.087
3.5	7.665	2.087
3.6	7.665	2.087
3.7	7.665	2.087
3.8	7.665	2.087
3.9	7.665	2.087
4	7.665	2.087
4.1	7.665	2.087
4.2	7.665	2.087
4.3	7.665	2.087
4.4	7.665	2.087
4.5	7.665	2.087
4.6	7.665	2.087
4.7	7.665	2.087
4.8	7.665	2.087
4.9	7.665	2.087
5	7.665	2.087
5.1	7.665	2.087
5.2	7.665	2.087
5.3	7.665	2.087
5.4	7.665	2.087
5.5	7.665	2.087
5.6	7.665	2.087
5.7	7.665	2.087
5.8	7.665	2.087
5.9	7.665	2.087
6	7.665	2.087
6.1	7.665	2.087
6.2	7.665	2.087
6.3	7.665	2.087
6.4	7.665	2.087
6.5	7.665	2.087
6.6	7.665	2.087
6.7	7.665	2.087
6.8	7.665	2.087
6.9	7.665	2.087
7	7.665	2.087
7.1	7.665	2.087
7.2	7.665	2.087
7.3	7.665	2.087
7.4	7.665	2.087
7.5	7.665	2.087
7.6	7.665	2.086
7.7	7.665	2.087
7.8	7.665	2.087
7.9	7.665	2.087
8	7.665	2.087
8.1	7.665	2.087
8.2	7.665	2.087
8.3	7.665	2.087
8.4	7.665	2.087
8.5	7.665	2.087
8.6	7.665	2.087
8.7	7.665	2.086
8.8	7.665	2.086
8.9	7.665	2.087
9	7.665	2.086
9.1	7.665	2.087
9.2	7.665	2.087
9.3	7.665	2.087
9.4	7.665	2.087
9.5	7.665	2.087
9.6	7.665	2.086
9.7	7.665	2.086
9.8	7.665	2.086
9.9	7.665	2.086
10	7.665	2.086
10.1	7.665	2.086
10.2	7.665	2.086
10.3	7.665	2.086
10.4	7.665	2.087
10.5	7.665	2.086
10.6	7.665	2.086
10.7	7.665	2.087
10.8	7.665	2.086
10.9	7.665	2.086
11	7.665	2.086
11.1	7.665	2.086
11.2	7.665	2.086
11.3	7.665	2.086
11.4	7.665	2.086
11.5	7.665	2.086
11.6	7.665	2.086
11.7	7.665	2.087
11.8	7.665	2.086
11.9	7.665	2.086
12	7.665	2.086
12.1	7.665	2.086
12.2	7.665	2.086
12.3	7.665	2.086
12.4	7.665	2.086
12.5	7.665	2.086
12.6	7.665	2.086
12.7	7.665	2.086
12.8	7.665	2.086
12.9	7.665	2.086
13	7.665	2.086
13.1	7.665	2.086
13.2	7.665	2.087
13.3	7.665	2.086
13.4	7.665	2.086
13.5	7.665	2.086
13.6	7.665	2.086
13.7	7.665	2.086
13.8	7.665	2.086
13.9	7.665	2.086
14	7.665	2.086
14.1	7.665	2.086
14.2	7.665	2.086
14.3	7.665	2.086
14.4	7.665	2.086
14.5	7.665	2.086
14.6	7.665	2.086
14.7	7.665	2.086
14.8	7.665	2.086
14.9	7.665	2.086
15	7.665	2.086
15.1	7.665	2.086
15.2	7.665	2.086
15.3	7.665	2.086
15.4	7.665	2.086
15.5	7.665	2.086
15.6	7.665	2.086
15.7	7.665	2.086
15.8	7.665	2.086
15.9	7.665	2.086
16	7.665	2.086
16.1	7.665	2.086
16.2	7.665	2.086
16.3	7.665	2.086
16.4	7.665	2.086
16.5	7.665	2.086
16.6	7.665	2.086
16.7	7.665	2.086
16.8	7.665	2.086
16.9	7.665	2.086
17	7.665	2.086
17.1	7.665	2.086
17.2	7.665	2.086
17.3	7.665	2.086
17.4	7.665	2.086
17.5	7.665	2.086
17.6	7.665	2.086
17.7	7.665	2.086
17.8	7.665	2.086
17.9	7.665	2.086
18	7.665	2.086
18.1	7.665	2.086
18.2	7.665	2.086
18.3	7.665	2.086
18.4	7.665	2.086
18.5	7.665	2.086
18.6	7.665	2.086
18.7	7.665	2.086
18.8	7.665	2.086
18.9	7.665	2.086
19	7.665	2.086
19.1	7.665	2.086
19.2	7.665	2.086
19.3	7.665	2.086
19.4	7.665	2.086
