Time	Velocity
0	0
0.1	0.03
0.2	0.13
0.3	0.29
0.4	0.48
0.5	0.7
0.6	0.91
0.7	1.11
0.8	1.26
0.9	1.37
1	1.4
1.1	1.4
1.2	1.4
1.3	1.4
1.4	1.38
1.5	1.31
1.6	1.17
1.7	0.99
1.8	0.78
1.9	0.56
2	0.35
2.1	0.18
2.2	0.06
0	0
0.1	-0.03
0.2	-0.13
0.3	-0.29
0.4	-0.48
0.5	-0.7
0.6	-0.92
0.7	-1.11
0.8	-1.25
0.9	-1.36
1	-1.4
1.1	-1.37
1.2	-1.27
1.3	-1.13
1.4	-0.92
1.5	-0.7
1.6	-0.48
1.7	-0.31
0	0
0.1	-0.03
0.2	-0.12
0.3	-0.27
0.4	-0.46
0.5	-0.68
0.6	-0.89
0.7	-1.11
0.8	-1.27
0.9	-1.37
1	-1.4
1.1	-1.37
1.2	-1.28
1.3	-1.13
1.4	-0.94
1.5	-0.72
1.6	-0.51
1.7	-0.31
0	0
0.1	-0.03
0.2	-0.13
0.3	-0.29
0.4	-0.48
0.5	-0.7
0.6	-0.92
0.7	-1.11
0.8	-1.27
0.9	-1.37
1	-1.4
1.1	-1.37
1.2	-1.27
1.3	-1.11
1.4	-0.92
1.5	-0.7
1.6	-0.48
1.7	-0.29
0	0
0.1	-0.03
0.2	-0.12
0.3	-0.29
0.4	-0.48
0.5	-0.7
0.6	-0.92
0.7	-1.09
0.8	-1.27
0.9	-1.37
1	-1.4
1.1	-1.37
1.2	-1.28
1.3	-1.11
1.4	-0.92
1.5	-0.7
1.6	-0.48
1.7	-0.29
0	0
0.1	-0.03
0.2	-0.12
0.3	-0.29
0.4	-0.48
0.5	-0.7
0.6	-0.92
0.7	-1.11
0.8	-1.25
0.9	-1.36
1	-1.4
1.1	-1.37
1.2	-1.28
1.3	-1.13
1.4	-0.94
1.5	-0.72
1.6	-0.51
1.7	-0.31
0	0
0.1	-0.02
0.2	-0.1
0.3	-0.25
0.4	-0.41
0.5	-0.6
0.6	-0.79
0.7	-0.95
0.8	-1.09
0.9	-1.17
1	-1.2
1.1	-1.2
1.2	-1.2
1.3	-1.16
1.4	-1.06
1.5	-0.92
1.6	-0.75
1.7	-0.56
1.8	-0.38
0	0
0.1	-0.05
0.2	-0.21
0.3	-0.5
0.4	-0.81
0.5	-1.13
0.6	-1.41
0.7	-1.61
0.8	-1.7
0.9	-1.66
1	-1.51
1.1	-1.27
1.2	-0.96
1.3	-0.64
1.4	-0.35
0	0
0.1	-0.08
0.2	-0.38
0.3	-0.78
0.4	-1.22
0.5	-1.62
0.6	-1.9
0.7	-2
0.8	-1.9
0.9	-1.63
1	-1.22
1.1	-0.78
1.2	-0.38
0	0
0.1	-0.07
0.2	-0.26
0.3	-0.54
0.4	-0.82
0.5	-1.11
0.6	-1.33
0.7	-1.4
0.8	-1.4
0.9	-1.4
1	-1.4
1.1	-1.34
1.2	-1.14
1.3	-0.86
1.4	-0.55
0	0
0.1	-0.05
0.2	-0.22
0.3	-0.5
0.4	-0.8
0.5	-1.06
0.6	-1.24
0.7	-1.3
0.8	-1.3
0.9	-1.3
1	-1.3
1.1	-1.3
1.2	-1.2
1.3	-1
1.4	-0.73
1.5	-0.44
0	0
0.1	-0.05
0.2	-0.22
0.3	-0.51
0.4	-0.79
0.5	-1.06
0.6	-1.24
0.7	-1.3
0.8	-1.3
0.9	-1.3
1	-1.3
1.1	-1.3
1.2	-1.2
1.3	-1
1.4	-0.73
1.5	-0.44
0	0
0.1	-0.06
0.2	-0.24
0.3	-0.47
0.4	-0.79
0.5	-1.06
0.6	-1.24
0.7	-1.3
0.8	-1.3
0.9	-1.3
1	-1.3
