Time	X	Z
0	7.617	2.115
0.1	7.617	2.115
0.2	7.622	2.115
0.3	7.622	2.115
0.4	7.622	2.115
0.5	7.622	2.115
0.6	7.622	2.115
0.7	7.622	2.115
0.8	7.622	2.115
0.9	7.622	2.115
1	7.622	2.115
1.1	7.622	2.115
1.2	7.622	2.115
1.3	7.622	2.115
1.4	7.622	2.115
1.5	7.622	2.115
1.6	7.622	2.115
1.7	7.622	2.115
1.8	7.622	2.115
1.9	7.622	2.115
2	7.622	2.115
2.1	7.622	2.115
2.2	7.622	2.115
2.3	7.622	2.115
2.4	7.622	2.115
2.5	7.622	2.115
2.6	7.622	2.115
2.7	7.622	2.115
2.8	7.622	2.115
2.9	7.622	2.115
3	7.622	2.115
3.1	7.622	2.115
3.2	7.622	2.115
3.3	7.622	2.115
3.4	7.622	2.115
3.5	7.622	2.115
3.6	7.622	2.115
3.7	7.622	2.115
3.8	7.622	2.115
3.9	7.622	2.115
4	7.622	2.115
4.1	7.622	2.115
4.2	7.622	2.115
4.3	7.622	2.115
4.4	7.622	2.115
4.5	7.622	2.115
4.6	7.622	2.115
4.7	7.622	2.115
4.8	7.622	2.115
4.9	7.62	2.116
5	7.604	2.124
5.1	7.577	2.135
5.2	7.541	2.159
5.3	7.494	2.195
5.4	7.434	2.251
5.5	7.375	2.328
5.6	7.327	2.431
5.7	7.318	2.561
5.8	7.364	2.69
5.9	7.456	2.786
6	7.549	2.828
6.1	7.601	2.843
6.2	7.618	2.89
6.3	7.602	2.925
6.4	7.567	2.938
6.5	7.524	2.963
6.6	7.462	3.004
6.7	7.394	3.065
6.8	7.346	3.12
6.9	7.33	3.154
7	7.337	3.175
7.1	7.349	3.214
7.2	7.352	3.256
7.3	7.344	3.296
7.4	7.335	3.336
7.5	7.326	3.373
7.6	7.295	3.425
7.7	7.264	3.482
7.8	7.258	3.543
7.9	7.26	3.625
8	7.254	3.711
8.1	7.227	3.807
8.2	7.204	3.888
8.3	7.19	3.966
8.4	7.205	4.035
8.5	7.222	4.105
8.6	7.228	4.169
8.7	7.223	4.226
8.8	7.219	4.278
8.9	7.225	4.324
9	7.219	4.372
9.1	7.217	4.409
9.2	7.227	4.439
9.3	7.247	4.464
9.4	7.263	4.491
9.5	7.28	4.518
9.6	7.304	4.553
9.7	7.323	4.584
9.8	7.341	4.605
9.9	7.362	4.62
10	7.384	4.635
10.1	7.395	4.643
10.2	7.415	4.656
10.3	7.428	4.667
10.4	7.44	4.677
10.5	7.448	4.684
10.6	7.457	4.69
10.7	7.463	4.695
10.8	7.467	4.698
10.9	7.467	4.7
11	7.466	4.702
11.1	7.466	4.702
11.2	7.464	4.7
11.3	7.463	4.701
11.4	7.461	4.7
11.5	7.463	4.701
11.6	7.465	4.702
11.7	7.466	4.701
11.8	7.467	4.704
11.9	7.47	4.703
12	7.476	4.703
12.1	7.479	4.704
12.2	7.475	4.709
12.3	7.476	4.713
12.4	7.472	4.711
12.5	7.469	4.712
12.6	7.469	4.712
12.7	7.47	4.712
12.8	7.469	4.717
12.9	7.468	4.718
13	7.466	4.715
13.1	7.465	4.715
13.2	7.465	4.716
13.3	7.462	4.72
13.4	7.431	4.699
13.5	7.433	4.702
13.6	7.435	4.704
13.7	7.435	4.703
13.8	7.434	4.701
13.9	7.43	4.701
14	7.426	4.698
14.1	7.424	4.69
14.2	7.438	4.689
14.3	7.445	4.693
14.4	7.448	4.698
14.5	7.453	4.7
14.6	7.457	4.703
14.7	7.461	4.702
14.8	7.466	4.704
14.9	7.47	4.709
15	7.474	4.713
15.1	7.479	4.717
15.2	7.485	4.718
15.3	7.491	4.72
15.4	7.495	4.722
15.5	7.499	4.723
15.6	7.499	4.725
15.7	7.496	4.727
15.8	7.496	4.729
15.9	7.496	4.73
16	7.494	4.73
16.1	7.494	4.73
16.2	7.494	4.729
16.3	7.493	4.729
16.4	7.494	4.73
16.5	7.494	4.73
16.6	7.493	4.73
16.7	7.491	4.73
16.8	7.494	4.73
16.9	7.475	4.717
17	7.473	4.718
17.1	7.472	4.719
17.2	7.473	4.718
17.3	7.473	4.717
17.4	7.472	4.719
17.5	7.473	4.718
17.6	7.471	4.717
17.7	7.47	4.716
17.8	7.47	4.715
17.9	7.471	4.713
18	7.477	4.713
18.1	7.478	4.711
18.2	7.479	4.711
18.3	7.482	4.712
18.4	7.486	4.714
18.5	7.486	4.716
18.6	7.488	4.718
18.7	7.486	4.72
18.8	7.489	4.721
18.9	7.487	4.722
19	7.489	4.722
19.1	7.49	4.722
19.2	7.482	4.716
19.3	7.483	4.719
19.4	7.483	4.718
19.5	7.48	4.717
19.6	7.481	4.718
19.7	7.481	4.719
19.8	7.482	4.721
19.9	7.484	4.723
20	7.488	4.723
20.1	7.491	4.724
20.2	7.493	4.727
20.3	7.496	4.731
20.4	7.499	4.732
20.5	7.5	4.73
20.6	7.502	4.731
20.7	7.504	4.735
20.8	7.504	4.736
20.9	7.506	4.735
21	7.51	4.736
21.1	7.515	4.738
21.2	7.519	4.739
21.3	7.52	4.74
21.4	7.519	4.74
21.5	7.519	4.739
21.6	7.52	4.738
21.7	7.518	4.737
21.8	7.535	4.757
21.9	7.535	4.758
22	7.536	4.758
22.1	7.532	4.756
22.2	7.529	4.756
22.3	7.528	4.755
22.4	7.527	4.755
22.5	7.526	4.757
22.6	7.525	4.757
22.7	7.524	4.757
22.8	7.524	4.756
22.9	7.522	4.754
23	7.522	4.754
23.1	7.522	4.754
23.2	7.522	4.753
23.3	7.523	4.753
23.4	7.523	4.752
23.5	7.524	4.752
23.6	7.525	4.752
23.7	7.528	4.753
23.8	7.528	4.754
23.9	7.527	4.756
24	7.525	4.759
24.1	7.525	4.76
24.2	7.523	4.758
24.3	7.525	4.758
24.4	7.524	4.758
24.5	7.524	4.758
24.6	7.524	4.76
24.7	7.524	4.763
24.8	7.524	4.763
24.9	7.525	4.761
25	7.525	4.759
25.1	7.524	4.757
25.2	7.52	4.753
25.3	7.518	4.752
25.4	7.516	4.752
25.5	7.517	4.753
25.6	7.512	4.751
25.7	7.513	4.751
25.8	7.511	4.747
25.9	7.507	4.745
26	7.503	4.744
26.1	7.498	4.742
26.2	7.495	4.744
26.3	7.494	4.746
26.4	7.495	4.745
26.5	7.475	4.729
26.6	7.476	4.73
26.7	7.476	4.728
26.8	7.477	4.729
26.9	7.48	4.73
27	7.484	4.732
27.1	7.487	4.732
27.2	7.491	4.731
27.3	7.495	4.731
27.4	7.501	4.731
27.5	7.506	4.731
27.6	7.507	4.731
27.7	7.51	4.731
27.8	7.513	4.733
27.9	7.503	4.725
28	7.504	4.726
28.1	7.507	4.728
28.2	7.509	4.73
28.3	7.508	4.73
28.4	7.508	4.729
28.5	7.509	4.73
28.6	7.51	4.73
28.7	7.511	4.731
28.8	7.51	4.733
28.9	7.51	4.734
29	7.51	4.735
29.1	7.511	4.736
29.2	7.511	4.737
29.3	7.511	4.737
29.4	7.513	4.739
29.5	7.513	4.74
29.6	7.513	4.741
29.7	7.513	4.742
29.8	7.515	4.743
29.9	7.512	4.742
30	7.512	4.743
30.1	7.511	4.743
30.2	7.511	4.743
30.3	7.511	4.743
30.4	7.512	4.744
30.5	7.513	4.741
30.6	7.513	4.74
30.7	7.514	4.739
30.8	7.515	4.739
30.9	7.513	4.74
31	7.513	4.741
31.1	7.511	4.742
31.2	7.512	4.741
31.3	7.512	4.743
31.4	7.512	4.742
31.5	7.514	4.74
31.6	7.516	4.74
31.7	7.519	4.741
31.8	7.519	4.742
31.9	7.518	4.743
32	7.517	4.744
32.1	7.519	4.747
32.2	7.518	4.749
32.3	7.515	4.752
32.4	7.514	4.755
32.5	7.513	4.756
32.6	7.515	4.755
32.7	7.516	4.753
32.8	7.516	4.752
32.9	7.515	4.753
33	7.517	4.75
33.1	7.521	4.745
33.2	7.525	4.736
33.3	7.522	4.733
33.4	7.52	4.732
33.5	7.517	4.734
33.6	7.515	4.734
33.7	7.515	4.735
33.8	7.514	4.738
33.9	7.513	4.738
34	7.513	4.736
34.1	7.514	4.735
34.2	7.513	4.734
34.3	7.512	4.733
34.4	7.513	4.73
34.5	7.517	4.722
34.6	7.529	4.709
34.7	7.538	4.7
34.8	7.547	4.693
34.9	7.556	4.69
35	7.558	4.69
35.1	7.563	4.69
35.2	7.562	4.693
35.3	7.557	4.698
35.4	7.55	4.702
35.5	7.54	4.709
35.6	7.528	4.715
35.7	7.521	4.718
35.8	7.516	4.721
35.9	7.512	4.72
36	7.51	4.719
36.1	7.507	4.718
36.2	7.505	4.718
36.3	7.502	4.72
36.4	7.5	4.721
36.5	7.491	4.718
36.6	7.487	4.718
36.7	7.479	4.71
36.8	7.472	4.7
36.9	7.465	4.688
37	7.458	4.679
37.1	7.455	4.671
37.2	7.458	4.667
37.3	7.464	4.665
37.4	7.471	4.666
37.5	7.475	4.666
37.6	7.479	4.668
37.7	7.479	4.67
37.8	7.473	4.676
37.9	7.47	4.685
38	7.474	4.698
38.1	7.477	4.707
38.2	7.482	4.716
38.3	7.486	4.723
38.4	7.486	4.726
38.5	7.487	4.726
38.6	7.49	4.727
38.7	7.493	4.729
38.8	7.495	4.73
38.9	7.495	4.73
39	7.496	4.73
39.1	7.499	4.73
39.2	7.501	4.731
39.3	7.503	4.733
39.4	7.504	4.733
39.5	7.507	4.733
39.6	7.508	4.734
39.7	7.509	4.735
39.8	7.5	4.73
39.9	7.497	4.729
40	7.497	4.728
40.1	7.5	4.727
40.2	7.501	4.724
40.3	7.507	4.727
40.4	7.509	4.731
40.5	7.507	4.73
40.6	7.505	4.731
40.7	7.504	4.735
40.8	7.508	4.736
40.9	7.513	4.724
41	7.522	4.708
41.1	7.531	4.697
41.2	7.533	4.693
41.3	7.529	4.696
41.4	7.523	4.703
41.5	7.511	4.717
41.6	7.501	4.732
41.7	7.5	4.735
41.8	7.504	4.73
41.9	7.509	4.719
42	7.513	4.711
42.1	7.515	4.703
42.2	7.511	4.696
42.3	7.506	4.693
42.4	7.502	4.691
42.5	7.495	4.694
42.6	7.482	4.699
42.7	7.471	4.709
42.8	7.467	4.719
42.9	7.47	4.722
43	7.475	4.721
43.1	7.478	4.718
43.2	7.481	4.714
43.3	7.482	4.712
43.4	7.48	4.713
43.5	7.477	4.718
43.6	7.474	4.723
43.7	7.475	4.728
43.8	7.475	4.731
43.9	7.476	4.733
44	7.48	4.734
44.1	7.482	4.732
44.2	7.484	4.73
44.3	7.485	4.727
44.4	7.488	4.719
44.5	7.489	4.707
